"Status","Year","Region_ITL1","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","8820","7790","25210","27570"
"In post","2021","Scotland","Disclosure Scotland","Scottish Government","310","290","28110","23170"
"In post","2021","Scotland","Driver and Vehicle Standards Agency","Department for Transport","300","280","28820","26780"
"In post","2021","Scotland","Education Scotland","Scottish Government","320","300","55840","61010"
"In post","2021","Scotland","Food Standards Scotland","Scottish Government","250","240","35100","30650"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","970","930","40570","34530"
"In post","2021","Scotland","Forestry and Land Scotland","Scottish Government","990","960","31490","29140"
"In post","2021","Scotland","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Health and Safety Executive","Department for Work and Pensions","220","210","59820","53360"
"In post","2021","Scotland","HM Courts and Tribunals Service","Ministry of Justice","230","210","22910","20650"
"In post","2021","Scotland","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","7730","6960","26980","25560"
"In post","2021","Scotland","Home Office (incl. agencies)","Home Office","1040","960","27140","25040"
"In post","2021","Scotland","Insolvency Service","Department for Business, Energy and Industrial Strategy","70","70","25540","20880"
"In post","2021","Scotland","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Maritime and Coastguard Agency","Department for Transport","160","150","37400","35040"
"In post","2021","Scotland","Met Office","Department for Business, Energy and Industrial Strategy","80","80","37190","36730"
"In post","2021","Scotland","Ministry of Defence (excl. agencies)","Ministry of Defence","3500","3370","29330","25440"
"In post","2021","Scotland","Ministry of Justice (excl. agencies)","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Scotland","National Crime Agency","National Crime Agency","60","60","37540","36410"
"In post","2021","Scotland","National Records of Scotland","Scottish Government","440","410","34520","32140"
"In post","2021","Scotland","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","510","500","36370","31720"
"In post","2021","Scotland","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of the Scottish Charity Regulator","Scottish Government","50","50","[c]","[c]"
"In post","2021","Scotland","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Registers of Scotland","Scottish Government","1160","1110","32880","30080"
"In post","2021","Scotland","Revenue Scotland","Scottish Government","60","50","43440","38540"
"In post","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","80","80","47970","46600"
"In post","2021","Scotland","Scottish Courts and Tribunals Service","Scottish Government","1800","1630","27930","22820"
"In post","2021","Scotland","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scottish Forestry","Scottish Government","190","180","35290","35330"
"In post","2021","Scotland","Scottish Government (excl. agencies)","Scottish Government","7780","7460","43000","38540"
"In post","2021","Scotland","Scottish Housing Regulator","Scottish Government","50","50","[c]","[c]"
"In post","2021","Scotland","Scottish Prison Service","Scottish Government","4490","4200","31750","33650"
"In post","2021","Scotland","Scottish Public Pensions Agency","Scottish Government","290","260","29650","26160"
"In post","2021","Scotland","Social Security Scotland","Scottish Government","1140","1100","31620","26650"
"In post","2021","Scotland","Student Awards Agency for Scotland","Scottish Government","240","230","29770","26160"
"In post","2021","Scotland","Submarine Delivery Agency","Ministry of Defence","90","90","39910","41000"
"In post","2021","Scotland","Transport Scotland","Scottish Government","490","480","44230","42190"
"In post","2021","Scotland","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Valuation Office Agency","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","South East (England)","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","680","640","32940","28630"
"In post","2021","South East (England)","Cabinet Office (excl. agencies)","Cabinet Office","220","210","42660","33950"
"In post","2021","South East (England)","Crown Prosecution Service","Attorney General's Departments","690","650","42200","37890"
"In post","2021","South East (England)","Defence Equipment and Support","Ministry of Defence","460","440","29860","27230"
"In post","2021","South East (England)","Defence Science and Technology Laboratory","Ministry of Defence","1700","1620","41250","40600"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","330","310","41520","37410"
"In post","2021","South East (England)","Department for International Trade","Department for International Trade","120","120","46620","51710"
"In post","2021","South East (England)","Department for Transport (excl. agencies)","Department for Transport","250","230","47370","39040"
"In post","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","6660","6020","27390","27570"
"In post","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Driver and Vehicle Standards Agency","Department for Transport","510","480","29870","27680"
"In post","2021","South East (England)","FCDO Services","Foreign, Commonwealth and Development Office","770","740","38770","34760"
"In post","2021","South East (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","280","270","31540","27060"
"In post","2021","South East (England)","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Health and Safety Executive","Department for Work and Pensions","90","80","42090","41810"
"In post","2021","South East (England)","HM Courts and Tribunals Service","Ministry of Justice","1360","1200","24320","21170"
"In post","2021","South East (England)","HM Prison and Probation Service","Ministry of Justice","8120","7720","30490","30400"
"In post","2021","South East (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2340","2110","29780","28130"
"In post","2021","South East (England)","Home Office (incl. agencies)","Home Office","3790","3450","27740","26250"
"In post","2021","South East (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","120","120","30080","26290"
"In post","2021","South East (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Maritime and Coastguard Agency","Department for Transport","720","690","36910","32120"
