"Status","Year","Organisation","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Analysis","140","140","33530","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","No function","130","120","28910","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Analysis","260","250","30560","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Digital, Data & Technology","70","70","37690","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","No function","210","190","28010","26220"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","Property","120","120","25560","24500"
"New entrant CS","2021","Valuation Office Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","Property","120","120","25240","24500"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","Unknown","140","140","27890","25030"
"New entrant CS","2021","Welsh Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","No function","50","50","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","No function","320","320","26440","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
