"Status","Year","Ethnicity","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Public Health England","260","240","43380","37480"
"Leaver Dept.","2022","Asian","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Department for Work and Pensions (excl. agencies)","150","140","29680","31060"
"Leaver Dept.","2022","Black","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Public Health England","360","340","37070","32330"
"Leaver Dept.","2022","Black","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Department for Work and Pensions (excl. agencies)","60","60","29840","27570"
"Leaver Dept.","2022","Black","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
