"Status","Year","Organisation","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Heterosexual / straight","170","170","36830","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","No function","Heterosexual / straight","120","120","34510","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","No function","Unknown","100","100","35500","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","100","100","40210","36760"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Heterosexual / straight","410","410","35720","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Unknown","170","170","36540","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","Heterosexual / straight","120","120","34380","31800"
"New entrant CS","2021","Department for International Trade","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","Unknown","90","90","31900","31800"
"New entrant CS","2021","Department for International Trade","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Analysis","Heterosexual / straight","60","60","35430","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","No function","Heterosexual / straight","150","150","36650","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","No function","Unknown","100","100","39380","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","13100","12850","26700","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","1350","1340","26400","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","770","750","27200","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1770","1730","27630","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Analysis","Unknown","60","60","50630","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","60","60","46750","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Communications","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","Unknown","110","100","34530","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","No function","Heterosexual / straight","110","110","37880","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","No function","Unknown","490","480","40270","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","No function","Heterosexual / straight","110","100","23050","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","No function","Unknown","120","100","20760","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","No function","Heterosexual / straight","70","70","25100","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","No function","Unknown","120","110","26000","26130"
