"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Devon","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","East Wales","60","60","54280","51380"
"New entrant CS","2022","Female","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Eastern Scotland","130","120","55580","52080"
"New entrant CS","2022","Female","G6/G7","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","52880","49860"
"New entrant CS","2022","Female","G6/G7","Greater Manchester","100","90","54870","52080"
"New entrant CS","2022","Female","G6/G7","Hampshire and Isle of Wight","50","50","54070","52460"
"New entrant CS","2022","Female","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Inner London - East","180","170","59280","58130"
"New entrant CS","2022","Female","G6/G7","Inner London - West","720","680","56890","54110"
"New entrant CS","2022","Female","G6/G7","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","North Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Outer London - South","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","South Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Surrey, East and West Sussex","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Tees Valley and Durham","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","West Central Scotland","120","120","55420","51640"
"New entrant CS","2022","Female","G6/G7","West Midlands","100","90","54560","49960"
"New entrant CS","2022","Female","G6/G7","West Wales and The Valleys","30","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","West Yorkshire","120","110","55030","51500"
"New entrant CS","2022","Female","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2022","Female","SCS","Inner London - West","60","60","92700","79190"
"New entrant CS","2022","Female","SCS","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","110","100","34790","33000"
"New entrant CS","2022","Female","SEO/HEO","Cheshire","50","50","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Derbyshire and Nottinghamshire","200","190","34060","33080"
"New entrant CS","2022","Female","SEO/HEO","Devon","70","60","34540","35900"
"New entrant CS","2022","Female","SEO/HEO","Dorset and Somerset","40","40","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","East Anglia","90","90","34100","33000"
"New entrant CS","2022","Female","SEO/HEO","East Wales","350","340","34390","33080"
"New entrant CS","2022","Female","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Eastern Scotland","490","480","35680","33220"
"New entrant CS","2022","Female","SEO/HEO","Essex","30","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","580","560","33370","33000"
"New entrant CS","2022","Female","SEO/HEO","Greater Manchester","340","340","33850","33080"
"New entrant CS","2022","Female","SEO/HEO","Hampshire and Isle of Wight","180","180","33050","30710"
"New entrant CS","2022","Female","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Inner London - East","450","440","37130","37610"
"New entrant CS","2022","Female","SEO/HEO","Inner London - West","2050","1980","35420","34260"
"New entrant CS","2022","Female","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Lancashire","60","60","35620","35310"
"New entrant CS","2022","Female","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Merseyside","170","170","33970","33080"
"New entrant CS","2022","Female","SEO/HEO","North Eastern Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","North Yorkshire","110","100","34530","32090"
"New entrant CS","2022","Female","SEO/HEO","Northern Ireland","90","90","34060","33080"
"New entrant CS","2022","Female","SEO/HEO","Northumberland, and Tyne and Wear","190","180","34100","33080"
"New entrant CS","2022","Female","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Outer London - South","150","150","37650","37610"
"New entrant CS","2022","Female","SEO/HEO","Outer London - West and North West","130","120","35990","34260"
"New entrant CS","2022","Female","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Shropshire and Staffordshire","70","60","35530","34800"
"New entrant CS","2022","Female","SEO/HEO","South Yorkshire","100","90","34430","36050"
"New entrant CS","2022","Female","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Surrey, East and West Sussex","80","70","35660","35900"
"New entrant CS","2022","Female","SEO/HEO","Tees Valley and Durham","90","90","32380","30710"
"New entrant CS","2022","Female","SEO/HEO","Unknown","90","70","32020","32000"
"New entrant CS","2022","Female","SEO/HEO","West Central Scotland","430","420","34940","33080"
"New entrant CS","2022","Female","SEO/HEO","West Midlands","350","330","34030","33080"
"New entrant CS","2022","Female","SEO/HEO","West Wales and The Valleys","100","100","35500","35180"
"New entrant CS","2022","Female","SEO/HEO","West Yorkshire","360","330","33860","33080"
"New entrant CS","2022","Female","Unknown","Bedfordshire and Hertfordshire","130","120","28550","26310"
"New entrant CS","2022","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","230","220","28240","24270"
"New entrant CS","2022","Female","Unknown","Cheshire","90","80","25870","24800"
"New entrant CS","2022","Female","Unknown","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cumbria","50","50","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Derbyshire and Nottinghamshire","260","230","27350","24800"
"New entrant CS","2022","Female","Unknown","Devon","130","110","26610","24090"
"New entrant CS","2022","Female","Unknown","Dorset and Somerset","130","110","26350","24090"
"New entrant CS","2022","Female","Unknown","East Anglia","320","290","26190","24800"
"New entrant CS","2022","Female","Unknown","East Wales","130","120","24830","23170"
"New entrant CS","2022","Female","Unknown","East Yorkshire and Northern Lincolnshire","120","110","27850","25480"
"New entrant CS","2022","Female","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Essex","190","170","28020","24800"
"New entrant CS","2022","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","320","290","28180","24800"
"New entrant CS","2022","Female","Unknown","Greater Manchester","350","330","26750","24090"
"New entrant CS","2022","Female","Unknown","Hampshire and Isle of Wight","180","160","27830","24800"
"New entrant CS","2022","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","110","100","27590","24800"
"New entrant CS","2022","Female","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Inner London - East","310","290","35850","33700"
"New entrant CS","2022","Female","Unknown","Inner London - West","80","70","32440","27980"
"New entrant CS","2022","Female","Unknown","Kent","190","170","27810","25480"
"New entrant CS","2022","Female","Unknown","Lancashire","210","190","27620","24800"
"New entrant CS","2022","Female","Unknown","Leicestershire, Rutland and Northamptonshire","180","160","27860","24800"
"New entrant CS","2022","Female","Unknown","Lincolnshire","70","70","28050","25480"
"New entrant CS","2022","Female","Unknown","Merseyside","330","310","27340","24800"
"New entrant CS","2022","Female","Unknown","North Yorkshire","70","60","27760","24800"
"New entrant CS","2022","Female","Unknown","Northumberland, and Tyne and Wear","200","190","27190","24800"
"New entrant CS","2022","Female","Unknown","Outer London - East and North East","120","110","31190","27980"
"New entrant CS","2022","Female","Unknown","Outer London - South","140","130","32080","28690"
"New entrant CS","2022","Female","Unknown","Outer London - West and North West","130","120","31560","27980"
"New entrant CS","2022","Female","Unknown","Shropshire and Staffordshire","160","140","27350","24770"
"New entrant CS","2022","Female","Unknown","South Yorkshire","180","160","27010","24800"
"New entrant CS","2022","Female","Unknown","Surrey, East and West Sussex","230","210","28110","24870"
"New entrant CS","2022","Female","Unknown","Tees Valley and Durham","200","190","27540","26310"
"New entrant CS","2022","Female","Unknown","Unknown","220","200","26690","22940"
"New entrant CS","2022","Female","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Midlands","350","320","27420","24800"
"New entrant CS","2022","Female","Unknown","West Wales and The Valleys","150","140","24240","23170"
"New entrant CS","2022","Female","Unknown","West Yorkshire","300","270","27900","24800"
"New entrant CS","2022","Male","AA/AO","Bedfordshire and Hertfordshire","140","130","24890","24250"
"New entrant CS","2022","Male","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","270","270","25530","25540"
"New entrant CS","2022","Male","AA/AO","Cheshire","90","90","21730","21260"
"New entrant CS","2022","Male","AA/AO","Cornwall and Isles of Scilly","60","60","21770","21260"
"New entrant CS","2022","Male","AA/AO","Cumbria","70","70","22360","21300"
"New entrant CS","2022","Male","AA/AO","Derbyshire and Nottinghamshire","360","360","21650","21260"
"New entrant CS","2022","Male","AA/AO","Devon","240","240","21670","21750"
"New entrant CS","2022","Male","AA/AO","Dorset and Somerset","150","150","22010","21170"
"New entrant CS","2022","Male","AA/AO","East Anglia","390","390","23110","22600"
"New entrant CS","2022","Male","AA/AO","East Wales","500","490","21370","21250"
"New entrant CS","2022","Male","AA/AO","East Yorkshire and Northern Lincolnshire","170","170","22390","23140"
"New entrant CS","2022","Male","AA/AO","Eastern Scotland","620","610","21950","21250"
"New entrant CS","2022","Male","AA/AO","Essex","110","110","23460","24250"
"New entrant CS","2022","Male","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","320","320","21440","21260"
"New entrant CS","2022","Male","AA/AO","Greater Manchester","540","520","21370","21250"
"New entrant CS","2022","Male","AA/AO","Hampshire and Isle of Wight","300","270","22060","21250"
"New entrant CS","2022","Male","AA/AO","Herefordshire, Worcestershire and Warwickshire","120","120","22150","21300"
"New entrant CS","2022","Male","AA/AO","Highlands and Islands","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Inner London - East","170","170","25820","25110"
"New entrant CS","2022","Male","AA/AO","Inner London - West","340","340","25170","24490"
"New entrant CS","2022","Male","AA/AO","Kent","290","290","24390","24250"
