"Status","Year","Profession_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","30-39","Cornwall and Isles of Scilly","160","140","24770","27570"
"In post","2021","Unknown","30-39","Cumbria","30","30","[c]","[c]"
"In post","2021","Unknown","30-39","Derbyshire and Nottinghamshire","440","400","27360","27570"
"In post","2021","Unknown","30-39","Devon","350","300","25610","27570"
"In post","2021","Unknown","30-39","Dorset and Somerset","130","110","26600","27570"
"In post","2021","Unknown","30-39","East Anglia","280","240","28330","27570"
"In post","2021","Unknown","30-39","East Wales","600","560","26820","27570"
"In post","2021","Unknown","30-39","East Yorkshire and Northern Lincolnshire","180","150","25590","27570"
"In post","2021","Unknown","30-39","Eastern Scotland","2470","2330","36280","32140"
"In post","2021","Unknown","30-39","Essex","250","230","28410","29290"
"In post","2021","Unknown","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","480","440","30490","27570"
"In post","2021","Unknown","30-39","Greater Manchester","1060","1010","28930","27570"
"In post","2021","Unknown","30-39","Hampshire and Isle of Wight","240","220","29900","27570"
"In post","2021","Unknown","30-39","Herefordshire, Worcestershire and Warwickshire","150","130","25450","27570"
"In post","2021","Unknown","30-39","Highlands and Islands","220","210","28550","27570"
"In post","2021","Unknown","30-39","Inner London - East","930","890","40090","31060"
"In post","2021","Unknown","30-39","Inner London - West","2250","2210","50560","54700"
"In post","2021","Unknown","30-39","Kent","290","270","28430","29290"
"In post","2021","Unknown","30-39","Lancashire","1190","1090","26180","27570"
"In post","2021","Unknown","30-39","Leicestershire, Rutland and Northamptonshire","320","290","25340","27570"
"In post","2021","Unknown","30-39","Lincolnshire","80","80","26380","27570"
"In post","2021","Unknown","30-39","Merseyside","690","640","27020","27570"
"In post","2021","Unknown","30-39","North Eastern Scotland","200","190","32470","30650"
"In post","2021","Unknown","30-39","North Yorkshire","130","120","28900","27570"
"In post","2021","Unknown","30-39","Northern Ireland","50","40","[c]","[c]"
"In post","2021","Unknown","30-39","Northumberland and Tyne and Wear","1600","1480","27920","27570"
"In post","2021","Unknown","30-39","Outer London - East and North East","300","280","30460","31060"
"In post","2021","Unknown","30-39","Outer London - South","180","180","33970","31060"
"In post","2021","Unknown","30-39","Outer London - West and North West","300","290","30750","31060"
"In post","2021","Unknown","30-39","Overseas","110","110","[c]","[c]"
"In post","2021","Unknown","30-39","Shropshire and Staffordshire","260","240","28820","27570"
"In post","2021","Unknown","30-39","South Yorkshire","490","440","30850","27570"
"In post","2021","Unknown","30-39","Southern Scotland","340","310","28300","27570"
"In post","2021","Unknown","30-39","Surrey, East and West Sussex","350","310","26310","27570"
"In post","2021","Unknown","30-39","Tees Valley and Durham","420","380","24750","27570"
"In post","2021","Unknown","30-39","Unknown","320","310","34500","29250"
"In post","2021","Unknown","30-39","West Central Scotland","1460","1370","32470","27570"
"In post","2021","Unknown","30-39","West Midlands","950","860","26700","27570"
"In post","2021","Unknown","30-39","West Wales and The Valleys","640","580","25540","27570"
"In post","2021","Unknown","30-39","West Yorkshire","900","830","30160","27570"
"In post","2021","Unknown","40-49","Bedfordshire and Hertfordshire","280","260","29510","29290"
"In post","2021","Unknown","40-49","Berkshire, Buckinghamshire and Oxfordshire","290","270","29730","28280"
"In post","2021","Unknown","40-49","Cheshire","190","170","25930","27570"
"In post","2021","Unknown","40-49","Cornwall and Isles of Scilly","180","170","25750","27570"
"In post","2021","Unknown","40-49","Cumbria","80","70","27070","27570"
"In post","2021","Unknown","40-49","Derbyshire and Nottinghamshire","650","580","27380","27570"
"In post","2021","Unknown","40-49","Devon","550","470","26240","27570"
"In post","2021","Unknown","40-49","Dorset and Somerset","230","200","27400","27570"
"In post","2021","Unknown","40-49","East Anglia","540","470","28790","27570"
"In post","2021","Unknown","40-49","East Wales","540","500","27520","27570"
"In post","2021","Unknown","40-49","East Yorkshire and Northern Lincolnshire","300","260","26070","27570"
"In post","2021","Unknown","40-49","Eastern Scotland","2830","2640","40400","35110"
"In post","2021","Unknown","40-49","Essex","410","370","29360","29290"
"In post","2021","Unknown","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","660","600","33310","27570"
"In post","2021","Unknown","40-49","Greater Manchester","1390","1290","29850","27570"
"In post","2021","Unknown","40-49","Hampshire and Isle of Wight","340","300","29820","27570"
"In post","2021","Unknown","40-49","Herefordshire, Worcestershire and Warwickshire","200","170","26110","27570"
"In post","2021","Unknown","40-49","Highlands and Islands","280","270","30270","27570"
"In post","2021","Unknown","40-49","Inner London - East","940","880","38620","31060"
"In post","2021","Unknown","40-49","Inner London - West","1810","1750","57860","54700"
"In post","2021","Unknown","40-49","Kent","420","390","29070","29290"
"In post","2021","Unknown","40-49","Lancashire","2170","1960","27600","27570"
"In post","2021","Unknown","40-49","Leicestershire, Rutland and Northamptonshire","380","330","25670","27570"
"In post","2021","Unknown","40-49","Lincolnshire","110","100","26550","27570"
"In post","2021","Unknown","40-49","Merseyside","1080","970","27430","27570"
"In post","2021","Unknown","40-49","North Eastern Scotland","220","210","35930","31990"
"In post","2021","Unknown","40-49","North Yorkshire","210","200","30310","27570"
"In post","2021","Unknown","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Northumberland and Tyne and Wear","2000","1810","29510","27570"
"In post","2021","Unknown","40-49","Outer London - East and North East","410","380","30120","31060"
"In post","2021","Unknown","40-49","Outer London - South","210","200","35460","31060"
"In post","2021","Unknown","40-49","Outer London - West and North West","350","320","30990","31060"
"In post","2021","Unknown","40-49","Overseas","100","90","[c]","[c]"
"In post","2021","Unknown","40-49","Shropshire and Staffordshire","400","370","28250","27570"
"In post","2021","Unknown","40-49","South Yorkshire","910","810","32510","27570"
"In post","2021","Unknown","40-49","Southern Scotland","430","390","30340","27570"
"In post","2021","Unknown","40-49","Surrey, East and West Sussex","560","510","27900","27570"
"In post","2021","Unknown","40-49","Tees Valley and Durham","520","460","25730","27570"
"In post","2021","Unknown","40-49","Unknown","250","240","33690","27570"
"In post","2021","Unknown","40-49","West Central Scotland","1680","1570","34320","27570"
"In post","2021","Unknown","40-49","West Midlands","1340","1180","26710","27570"
"In post","2021","Unknown","40-49","West Wales and The Valleys","830","750","25710","27570"
"In post","2021","Unknown","40-49","West Yorkshire","1200","1080","32380","27570"
"In post","2021","Unknown","50-59","Bedfordshire and Hertfordshire","440","400","30020","29290"
"In post","2021","Unknown","50-59","Berkshire, Buckinghamshire and Oxfordshire","450","410","29800","29290"
"In post","2021","Unknown","50-59","Cheshire","360","320","25660","27570"
"In post","2021","Unknown","50-59","Cornwall and Isles of Scilly","300","270","26350","27570"
"In post","2021","Unknown","50-59","Cumbria","120","110","27410","27570"
"In post","2021","Unknown","50-59","Derbyshire and Nottinghamshire","940","840","27110","27570"
"In post","2021","Unknown","50-59","Devon","730","640","26030","27570"
"In post","2021","Unknown","50-59","Dorset and Somerset","400","350","27710","27570"
"In post","2021","Unknown","50-59","East Anglia","780","700","28710","27570"
"In post","2021","Unknown","50-59","East Wales","770","700","27080","27570"
"In post","2021","Unknown","50-59","East Yorkshire and Northern Lincolnshire","480","410","26310","27570"
"In post","2021","Unknown","50-59","Eastern Scotland","2990","2820","39540","32250"
"In post","2021","Unknown","50-59","Essex","590","540","29860","29290"
"In post","2021","Unknown","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","940","870","33010","27570"
"In post","2021","Unknown","50-59","Greater Manchester","1980","1820","28640","27570"
"In post","2021","Unknown","50-59","Hampshire and Isle of Wight","620","550","28500","27570"
"In post","2021","Unknown","50-59","Herefordshire, Worcestershire and Warwickshire","420","370","25960","27570"
"In post","2021","Unknown","50-59","Highlands and Islands","400","380","29920","27570"
"In post","2021","Unknown","50-59","Inner London - East","1020","960","34500","31060"
"In post","2021","Unknown","50-59","Inner London - West","1710","1670","54540","43420"
"In post","2021","Unknown","50-59","Kent","630","600","29570","29290"
"In post","2021","Unknown","50-59","Lancashire","2810","2570","28920","27570"
"In post","2021","Unknown","50-59","Leicestershire, Rutland and Northamptonshire","570","500","26090","27570"
"In post","2021","Unknown","50-59","Lincolnshire","240","220","26660","27570"
"In post","2021","Unknown","50-59","Merseyside","1480","1320","27420","27570"
"In post","2021","Unknown","50-59","North Eastern Scotland","270","250","34880","29190"
"In post","2021","Unknown","50-59","North Yorkshire","300","280","28980","27570"
"In post","2021","Unknown","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","50-59","Northumberland and Tyne and Wear","2420","2150","28600","27570"
"In post","2021","Unknown","50-59","Outer London - East and North East","650","600","30440","31060"
"In post","2021","Unknown","50-59","Outer London - South","380","360","35020","31060"
"In post","2021","Unknown","50-59","Outer London - West and North West","560","520","31450","31060"
"In post","2021","Unknown","50-59","Overseas","70","70","[c]","[c]"
"In post","2021","Unknown","50-59","Shropshire and Staffordshire","610","530","28120","27570"
"In post","2021","Unknown","50-59","South Yorkshire","1290","1160","31650","27570"
"In post","2021","Unknown","50-59","Southern Scotland","620","570","28920","27570"
"In post","2021","Unknown","50-59","Surrey, East and West Sussex","870","790","27550","27570"
"In post","2021","Unknown","50-59","Tees Valley and Durham","930","810","25610","27570"
"In post","2021","Unknown","50-59","Unknown","350","330","34100","27570"
"In post","2021","Unknown","50-59","West Central Scotland","2390","2190","32080","27570"
"In post","2021","Unknown","50-59","West Midlands","1950","1720","26820","27570"
"In post","2021","Unknown","50-59","West Wales and The Valleys","1160","1050","26160","27570"
"In post","2021","Unknown","50-59","West Yorkshire","1490","1380","32050","27570"
"In post","2021","Unknown","60-64","Bedfordshire and Hertfordshire","140","120","30170","29290"
"In post","2021","Unknown","60-64","Berkshire, Buckinghamshire and Oxfordshire","170","140","28640","28550"
"In post","2021","Unknown","60-64","Cheshire","90","70","25040","27570"
"In post","2021","Unknown","60-64","Cornwall and Isles of Scilly","90","70","25310","27570"
"In post","2021","Unknown","60-64","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Derbyshire and Nottinghamshire","230","170","25650","27570"
"In post","2021","Unknown","60-64","Devon","230","170","24410","21130"
"In post","2021","Unknown","60-64","Dorset and Somerset","110","90","26550","27570"
"In post","2021","Unknown","60-64","East Anglia","210","170","27080","27570"
"In post","2021","Unknown","60-64","East Wales","220","170","25630","27570"
"In post","2021","Unknown","60-64","East Yorkshire and Northern Lincolnshire","140","100","25840","27570"
"In post","2021","Unknown","60-64","Eastern Scotland","750","630","35320","27570"
"In post","2021","Unknown","60-64","Essex","170","140","29760","29290"
"In post","2021","Unknown","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","260","200","29070","27570"
"In post","2021","Unknown","60-64","Greater Manchester","490","380","26540","27570"
"In post","2021","Unknown","60-64","Hampshire and Isle of Wight","190","150","27990","27570"
"In post","2021","Unknown","60-64","Herefordshire, Worcestershire and Warwickshire","110","80","24980","26120"
"In post","2021","Unknown","60-64","Highlands and Islands","120","100","27760","27570"
"In post","2021","Unknown","60-64","Inner London - East","230","210","31050","31060"
"In post","2021","Unknown","60-64","Inner London - West","350","310","49760","39000"
"In post","2021","Unknown","60-64","Kent","180","150","29450","29290"
"In post","2021","Unknown","60-64","Lancashire","630","490","26800","26120"
"In post","2021","Unknown","60-64","Leicestershire, Rutland and Northamptonshire","150","110","25570","27570"
"In post","2021","Unknown","60-64","Lincolnshire","80","60","26110","27570"
"In post","2021","Unknown","60-64","Merseyside","520","390","25960","27570"
"In post","2021","Unknown","60-64","North Eastern Scotland","80","70","31600","27570"
"In post","2021","Unknown","60-64","North Yorkshire","80","60","29360","27570"
"In post","2021","Unknown","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Northumberland and Tyne and Wear","820","610","25650","21010"
"In post","2021","Unknown","60-64","Outer London - East and North East","150","120","29780","31060"
"In post","2021","Unknown","60-64","Outer London - South","80","70","30950","31060"
"In post","2021","Unknown","60-64","Outer London - West and North West","160","130","31180","31060"
"In post","2021","Unknown","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Shropshire and Staffordshire","200","150","26380","27570"
"In post","2021","Unknown","60-64","South Yorkshire","310","230","27400","27570"
"In post","2021","Unknown","60-64","Southern Scotland","230","180","27980","27570"
"In post","2021","Unknown","60-64","Surrey, East and West Sussex","290","240","26320","27570"
"In post","2021","Unknown","60-64","Tees Valley and Durham","230","170","24890","26120"
"In post","2021","Unknown","60-64","Unknown","90","70","33090","27570"
"In post","2021","Unknown","60-64","West Central Scotland","650","500","28780","27360"
"In post","2021","Unknown","60-64","West Midlands","540","420","25380","27570"
"In post","2021","Unknown","60-64","West Wales and The Valleys","350","250","25010","26120"
"In post","2021","Unknown","60-64","West Yorkshire","380","280","29410","27570"
"In post","2021","Unknown","65+","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2021","Unknown","65+","Berkshire, Buckinghamshire and Oxfordshire","70","50","27660","27570"
"In post","2021","Unknown","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Derbyshire and Nottinghamshire","60","40","24750","23570"
"In post","2021","Unknown","65+","Devon","60","40","23540","21010"
"In post","2021","Unknown","65+","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Unknown","65+","East Anglia","60","40","26090","27570"
"In post","2021","Unknown","65+","East Wales","50","30","25710","27570"
"In post","2021","Unknown","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Eastern Scotland","210","170","35110","27570"
"In post","2021","Unknown","65+","Essex","50","40","[c]","[c]"
"In post","2021","Unknown","65+","Gloucestershire, Wiltshire and Bath/Bristol area","90","60","27120","27570"
"In post","2021","Unknown","65+","Greater Manchester","140","100","25310","26120"
"In post","2021","Unknown","65+","Hampshire and Isle of Wight","60","40","25110","27570"
"In post","2021","Unknown","65+","Herefordshire, Worcestershire and Warwickshire","30","20","[c]","[c]"
"In post","2021","Unknown","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Inner London - East","90","70","31000","29970"
"In post","2021","Unknown","65+","Inner London - West","100","90","43050","31880"
"In post","2021","Unknown","65+","Kent","[c]","[c]","[c]","[c]"
