"Status","Year","Region_ITL1","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South East (England)","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Science and Engineering","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Science and Engineering","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Department for Work and Pensions (excl. agencies)","60","50","28210","27570"
"Leaver Dept.","2021","South East (England)","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Defence Equipment and Support","60","60","33850","31160"
"Leaver Dept.","2021","South West (England)","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Intelligence Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Knowledge and Information Management","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Knowledge and Information Management","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Knowledge and Information Management","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Other","Defence Equipment and Support","70","70","36620","32190"
"Leaver Dept.","2021","South West (England)","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Policy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Defence Equipment and Support","120","120","34270","31950"
"Leaver Dept.","2021","South West (England)","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
