"Status","Year","Ethnicity","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Declared non-disabled","Sheffield","330","310","27880","24890"
"In post","2021","Asian","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Solihull","240","220","26710","25310"
"In post","2021","Asian","Declared non-disabled","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South Hampshire","30","30","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Southampton","50","40","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Southend-on-Sea","30","30","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Staffordshire CC","120","120","31580","27570"
"In post","2021","Asian","Declared non-disabled","Stoke-on-Trent","30","30","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Suffolk","40","40","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Sunderland","30","30","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Swansea","60","60","29310","21590"
"In post","2021","Asian","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Telford and Wrekin","70","70","35450","27570"
"In post","2021","Asian","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Tower Hamlets","820","780","40990","36160"
"In post","2021","Asian","Declared non-disabled","Tyneside","200","190","28230","24000"
"In post","2021","Asian","Declared non-disabled","Unknown","130","120","28880","27570"
"In post","2021","Asian","Declared non-disabled","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Walsall","90","80","24470","21010"
"In post","2021","Asian","Declared non-disabled","Wandsworth","70","70","30370","31060"
"In post","2021","Asian","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Warwickshire","110","100","25740","24890"
"In post","2021","Asian","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","West Essex","50","50","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","West Northamptonshire","50","40","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","West Surrey","130","120","30050","29050"
"In post","2021","Asian","Declared non-disabled","West Sussex (North East)","70","60","27770","27390"
"In post","2021","Asian","Declared non-disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Westminster","4080","3960","42780","38290"
"In post","2021","Asian","Declared non-disabled","Wiltshire","100","90","35830","33000"
"In post","2021","Asian","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","Wolverhampton","120","110","24420","23800"
"In post","2021","Asian","Declared non-disabled","Worcestershire","50","40","[c]","[c]"
"In post","2021","Asian","Declared non-disabled","York","40","40","[c]","[c]"
"In post","2021","Asian","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Birmingham","110","100","26730","25560"
"In post","2021","Asian","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Croydon","60","60","32440","29370"
"In post","2021","Asian","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Harrow and Hillingdon","40","40","[c]","[c]"
"In post","2021","Asian","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Leeds","40","40","[c]","[c]"
"In post","2021","Asian","Undeclared","Leicester","40","30","[c]","[c]"
"In post","2021","Asian","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Mid Lancashire","30","30","[c]","[c]"
"In post","2021","Asian","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Asian","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Westminster","230","230","42120","36510"
"In post","2021","Asian","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Barnet","80","70","47100","40070"
"In post","2021","Asian","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Birmingham","180","170","32290","28840"
"In post","2021","Asian","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Bradford","60","50","25500","25560"
"In post","2021","Asian","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Camden and City of London","80","70","40310","36160"
"In post","2021","Asian","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Coventry","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","Croydon","60","60","35600","34480"
"In post","2021","Asian","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Durham CC","[c]","[c]","[c]","[c]"
