"Status","Year","Organisation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","The Insolvency Service","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Human Resources","SEO/HEO","40","30","[c]","[c]"
"In post","2022","The Insolvency Service","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Operational Delivery","AA/AO","580","540","21440","21130"
"In post","2022","The Insolvency Service","Operational Delivery","EO","160","160","25870","26290"
"In post","2022","The Insolvency Service","Operational Delivery","G6/G7","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Operational Delivery","SEO/HEO","340","320","36750","36100"
"In post","2022","The Insolvency Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Project Delivery","SEO/HEO","30","30","[c]","[c]"
"In post","2022","The Insolvency Service","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","SEO/HEO","80","80","41480","40270"
"In post","2022","The National Archives","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","SEO/HEO","60","60","33290","32720"
"In post","2022","The National Archives","Operational Delivery","AA/AO","60","60","21120","20900"
"In post","2022","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","SEO/HEO","60","60","33150","34260"
"In post","2022","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other","SEO/HEO","60","60","34560","34260"
"In post","2022","The National Archives","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","AA/AO","60","50","23790","23230"
"In post","2022","Transport Scotland","Unknown","EO","40","40","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","G6/G7","150","150","63890","62170"
"In post","2022","Transport Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","SEO/HEO","270","260","40950","39660"
"In post","2022","UK Debt Management Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","EO","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","G6/G7","90","90","63790","60650"
"In post","2022","UK Export Finance","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","SEO/HEO","140","140","41230","41000"
"In post","2022","UK Export Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","G6/G7","60","60","59570","55520"
"In post","2022","UK Health Security Agency","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","SEO/HEO","50","40","[c]","[c]"
"In post","2022","UK Health Security Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Communications","SEO/HEO","50","50","36500","35910"
"In post","2022","UK Health Security Agency","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","G6/G7","40","40","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","SEO/HEO","90","90","36480","36330"
"In post","2022","UK Health Security Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Finance","G6/G7","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Finance","SEO/HEO","40","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Human Resources","EO","60","50","26590","26880"
"In post","2022","UK Health Security Agency","Human Resources","G6/G7","90","90","58500","59140"
"In post","2022","UK Health Security Agency","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Human Resources","SEO/HEO","100","100","35540","35530"
"In post","2022","UK Health Security Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Medicine","G6/G7","90","70","71050","63500"
"In post","2022","UK Health Security Agency","Medicine","SCS","190","170","115760","113860"
"In post","2022","UK Health Security Agency","Medicine","SEO/HEO","60","50","39760","40060"
"In post","2022","UK Health Security Agency","Operational Delivery","AA/AO","560","470","21510","21760"
"In post","2022","UK Health Security Agency","Operational Delivery","EO","570","510","26240","26880"
"In post","2022","UK Health Security Agency","Operational Delivery","G6/G7","840","820","57790","53360"
"In post","2022","UK Health Security Agency","Operational Delivery","SCS","150","140","96540","93000"
"In post","2022","UK Health Security Agency","Operational Delivery","SEO/HEO","1300","1240","35420","36330"
