"Status","Year","Organisation","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","SEO/HEO","50","50","37440","36980"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","EO","50","50","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","SEO/HEO","70","70","37380","40450"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","SEO/HEO","60","50","34130","32060"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","AA/AO","1030","1000","21660","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","EO","470","460","27460","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","G6/G7","100","90","64310","61620"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","SEO/HEO","550","540","36490","34000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","AA/AO","60","60","22020","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","AA/AO","60","60","21570","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","AA/AO","300","290","24240","21030"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","EO","110","110","25310","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","100","90","36830","37450"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","EO","50","50","26910","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","SEO/HEO","110","110","33980","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","EO","70","70","24520","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","G6/G7","80","80","57860","56210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","SEO/HEO","220","220","34580","34090"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","G6/G7","70","70","59690","57600"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","110","110","35920","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","AA/AO","60","60","21880","20800"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","EO","520","510","31030","32260"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","SEO/HEO","190","190","42100","40210"
"New entrant CS","2021","National Crime Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","EO","50","50","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","EO","60","60","32250","32260"
"New entrant CS","2021","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
