"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","HM Prison and Probation Service","600","580","33650","33180"
"In post","2021","Bexley and Greenwich","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Ministry of Defence (excl. agencies)","70","60","34960","33950"
"In post","2021","Bexley and Greenwich","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Advisory, Conciliation and Arbitration Service","60","50","30520","30950"
"In post","2021","Birmingham","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Crown Prosecution Service","330","300","38170","32290"
"In post","2021","Birmingham","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","39300","36740"
"In post","2021","Birmingham","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Department for Transport (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Birmingham","Female","Department for Work and Pensions (excl. agencies)","1360","1160","26740","27570"
"In post","2021","Birmingham","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","Birmingham","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Birmingham","Female","HM Courts and Tribunals Service","560","500","22610","20650"
"In post","2021","Birmingham","Female","HM Prison and Probation Service","600","550","29250","26240"
"In post","2021","Birmingham","Female","HM Revenue and Customs (excl. agencies)","1420","1290","29850","25560"
"In post","2021","Birmingham","Female","Home Office (incl. agencies)","70","60","28460","25580"
"In post","2021","Birmingham","Female","Insolvency Service","230","220","30340","26290"
"In post","2021","Birmingham","Female","Legal Aid Agency","80","70","24550","21170"
"In post","2021","Birmingham","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Ministry of Defence (excl. agencies)","140","130","33550","33150"
"In post","2021","Birmingham","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","40190","36340"
"In post","2021","Birmingham","Female","Ministry of Justice (excl. agencies)","60","60","40740","36830"
"In post","2021","Birmingham","Female","National Crime Agency","180","170","34930","34140"
"In post","2021","Birmingham","Female","Office for Standards in Education, Children's Services and Skills","100","100","52200","51360"
"In post","2021","Birmingham","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Office of the Public Guardian","540","490","22300","19930"
"In post","2021","Birmingham","Female","Public Health England","340","300","40330","34530"
"In post","2021","Birmingham","Female","Valuation Office Agency","80","70","31460","27570"
"In post","2021","Birmingham","Female","Water Services Regulation Authority","90","90","49210","43240"
"In post","2021","Birmingham","Male","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Birmingham","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Crown Prosecution Service","160","160","43130","40420"
"In post","2021","Birmingham","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","40860","36740"
"In post","2021","Birmingham","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Department for Work and Pensions (excl. agencies)","800","760","26600","27570"
"In post","2021","Birmingham","Male","Driver and Vehicle Standards Agency","70","70","28230","26780"
"In post","2021","Birmingham","Male","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Birmingham","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Birmingham","Male","HM Courts and Tribunals Service","320","310","24370","20650"
"In post","2021","Birmingham","Male","HM Prison and Probation Service","420","410","30600","28200"
"In post","2021","Birmingham","Male","HM Revenue and Customs (excl. agencies)","1380","1340","32500","31810"
"In post","2021","Birmingham","Male","Home Office (incl. agencies)","60","60","31800","25310"
"In post","2021","Birmingham","Male","Insolvency Service","190","190","32370","29940"
"In post","2021","Birmingham","Male","Legal Aid Agency","30","30","[c]","[c]"
"In post","2021","Birmingham","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Ministry of Defence (excl. agencies)","120","120","34660","33300"
"In post","2021","Birmingham","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","37100","36340"
"In post","2021","Birmingham","Male","Ministry of Justice (excl. agencies)","80","80","44780","45190"
"In post","2021","Birmingham","Male","National Crime Agency","240","230","39810","36740"
"In post","2021","Birmingham","Male","Office for Standards in Education, Children's Services and Skills","50","50","61070","74280"
"In post","2021","Birmingham","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Office of the Public Guardian","450","430","22300","19930"
"In post","2021","Birmingham","Male","Public Health England","110","110","46930","36330"
"In post","2021","Birmingham","Male","Valuation Office Agency","100","90","35190","32100"
"In post","2021","Birmingham","Male","Water Services Regulation Authority","80","80","51890","50220"
"In post","2021","Blackburn with Darwen","Female","Department for Work and Pensions (excl. agencies)","210","180","26560","27570"
"In post","2021","Blackburn with Darwen","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Department for Work and Pensions (excl. agencies)","150","140","26670","27570"
"In post","2021","Blackburn with Darwen","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Department for Work and Pensions (excl. agencies)","3040","2680","28040","27570"
"In post","2021","Blackpool","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Blackpool","Female","HM Prison and Probation Service","50","50","28600","28200"
"In post","2021","Blackpool","Female","Insolvency Service","40","30","[c]","[c]"
"In post","2021","Blackpool","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Department for Work and Pensions (excl. agencies)","1860","1800","29880","27570"
"In post","2021","Blackpool","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Department for Work and Pensions (excl. agencies)","190","150","27290","27570"
"In post","2021","Bournemouth and Poole","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","HM Courts and Tribunals Service","80","70","23380","20100"
"In post","2021","Bournemouth and Poole","Female","HM Prison and Probation Service","80","70","30720","28200"
"In post","2021","Bournemouth and Poole","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Department for Work and Pensions (excl. agencies)","90","90","27600","27570"
"In post","2021","Bournemouth and Poole","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Home Office (incl. agencies)","60","50","27600","27370"
"In post","2021","Bournemouth and Poole","Male","Ministry of Defence (excl. agencies)","60","60","24140","20620"
"In post","2021","Bournemouth and Poole","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Department for Work and Pensions (excl. agencies)","560","470","25550","27570"
"In post","2021","Bradford","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","HM Courts and Tribunals Service","160","130","21810","20100"
"In post","2021","Bradford","Female","HM Prison and Probation Service","90","80","30010","28200"
"In post","2021","Bradford","Female","HM Revenue and Customs (excl. agencies)","1050","880","28090","25560"
"In post","2021","Bradford","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","Department for Work and Pensions (excl. agencies)","340","320","24880","27570"
"In post","2021","Bradford","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Male","HM Courts and Tribunals Service","50","50","20640","19570"
"In post","2021","Bradford","Male","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Bradford","Male","HM Revenue and Customs (excl. agencies)","790","750","29120","25560"
"In post","2021","Bradford","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","HM Prison and Probation Service","170","160","27200","24440"
"In post","2021","Breckland and South Norfolk","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
