"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Perth and Kinross and Stirling","Scottish Prison Service","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Borders","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Borders","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Borders","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Scottish Borders","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Shetland Islands","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Shetland Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Shetland Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Ayrshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Ayrshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Ayrshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Lanarkshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Lanarkshire","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Lanarkshire","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Lanarkshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","South Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","West Lothian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","West Lothian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","West Lothian","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Hounslow and Richmond upon Thames","The National Archives","60","60","32670","31960"
"New entrant CS","2021","UK Export Finance","Westminster","UK Export Finance","90","90","45700","44080"
"New entrant CS","2021","UK Supreme Court","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","United Kingdom Statistics Authority","440","430","30470","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","South Hampshire","United Kingdom Statistics Authority","350","330","28970","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","South Lanarkshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Westminster","United Kingdom Statistics Authority","260","260","37390","32540"
"New entrant CS","2021","Wales Office","Cardiff and Vale of Glamorgan","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Westminster","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Camden and City of London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","120","120","29000","25030"
"New entrant CS","2021","Welsh Government","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Central Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Central Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Conwy and Denbighshire","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Flintshire and Wrexham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Gwent Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Gwynedd","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Monmouthshire and Newport","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Powys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","South West Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Swansea","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Berkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Bexley and Greenwich","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Birmingham","Crown Prosecution Service","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Brighton and Hove","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Bristol, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Cambridgeshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Camden and City of London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Cardiff and Vale of Glamorgan","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Croydon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Croydon","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Flintshire and Wrexham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Harrow and Hillingdon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heart of Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Hertfordshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Hounslow and Richmond upon Thames","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Kingston upon Hull, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Leeds","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Leeds","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Leicester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Lewisham and Southwark","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Lincolnshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Liverpool","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Manchester","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mid Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mid Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Norwich and East Norfolk","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Nottingham","Crown Prosecution Service","50","50","30370","25480"
"New entrant CS","2022","Attorney General's Departments","Portsmouth","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Redbridge and Waltham Forest","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Sheffield","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South Hampshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Stoke-on-Trent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Swansea","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Tyneside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wakefield","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Warrington","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Northamptonshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Surrey","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Westminster","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Westminster","Crown Prosecution Service","180","180","33770","26970"
"New entrant CS","2022","Attorney General's Departments","Westminster","Government Legal Department","300","290","40210","43920"
"New entrant CS","2022","Attorney General's Departments","Westminster","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Westminster","Serious Fraud Office","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","York","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Belfast","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Berkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Birmingham","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Birmingham","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Birmingham","Government Property Agency","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Blackpool","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bradford","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bristol, City of","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bristol, City of","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Bristol, City of","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Buckinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cambridgeshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Camden and City of London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","City of Edinburgh","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
