"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North Yorkshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Science and Engineering","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Declared non-disabled","90","90","26870","27570"
"New entrant CS","2021","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Unknown","90","90","23880","21430"
"New entrant CS","2021","Northern Ireland","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Tax","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Tax","Unknown","80","70","21540","20140"
"New entrant CS","2021","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Operational Delivery","Declared non-disabled","110","100","24770","22920"
"New entrant CS","2021","Northumberland and Tyne and Wear","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Operational Delivery","Unknown","110","110","24930","24240"
"New entrant CS","2021","Northumberland and Tyne and Wear","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tax","Declared non-disabled","280","280","23350","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tax","Unknown","490","480","22430","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Declared disabled","150","150","24240","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Declared non-disabled","900","890","24420","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Unknown","230","230","25010","21010"
"New entrant CS","2021","Outer London - East and North East","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Operational Delivery","Declared non-disabled","90","80","26590","26810"
"New entrant CS","2021","Outer London - East and North East","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Operational Delivery","Unknown","130","130","25670","26810"
"New entrant CS","2021","Outer London - East and North East","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","Declared disabled","70","60","30150","31060"
"New entrant CS","2021","Outer London - East and North East","Unknown","Declared non-disabled","520","510","29840","31060"
"New entrant CS","2021","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","Unknown","80","80","30470","31060"
"New entrant CS","2021","Outer London - South","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data and Technology","Unknown","70","70","50930","46710"
"New entrant CS","2021","Outer London - South","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Delivery","Declared non-disabled","60","60","23890","22350"
"New entrant CS","2021","Outer London - South","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Delivery","Unknown","180","170","27620","25850"
"New entrant CS","2021","Outer London - South","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Other","Unknown","80","80","36740","28650"
"New entrant CS","2021","Outer London - South","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Tax","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - South","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Tax","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Declared non-disabled","270","270","30250","31060"
"New entrant CS","2021","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","Unknown","70","70","33340","31060"
"New entrant CS","2021","Outer London - West and North West","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Operational Delivery","Declared non-disabled","230","210","29370","26880"
"New entrant CS","2021","Outer London - West and North West","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Operational Delivery","Unknown","200","200","26650","28650"
"New entrant CS","2021","Outer London - West and North West","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Science and Engineering","Declared non-disabled","70","70","33410","32330"
"New entrant CS","2021","Outer London - West and North West","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","Declared disabled","60","50","30740","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","Declared non-disabled","540","540","30320","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","Unknown","100","100","30730","31060"
"New entrant CS","2021","Overseas","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
