"Status","Year","Organisation","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","80","80","18800","17710"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","Unknown","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","Heterosexual / straight","170","160","23100","22780"
"In post","2021","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","Unknown","50","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","1370","1310","51170","46650"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","LGBO","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Undeclared","180","170","50200","46650"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Unknown","380","370","51550","47000"
"In post","2021","Defence Science and Technology Laboratory","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","1440","1390","33040","31980"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","LGBO","100","100","31390","28650"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Undeclared","120","120","34240","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Unknown","370","360","34140","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","290","280","28140","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","60","60","28230","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","1680","1630","58770","56600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","200","190","57820","54660"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","260","250","59660","57620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","200","200","57630","55220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","Heterosexual / straight","260","250","83250","75560"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","1500","1480","38130","37090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","190","190","37650","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","190","190","38540","38240"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","290","290","37500","37820"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","130","130","27360","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","560","550","58670","56040"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","80","80","58660","58750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","50","50","58050","56750"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","100","100","58890","57730"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Heterosexual / straight","100","90","86740","75950"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","450","450","37210","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","80","80","35420","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","100","100","37070","34020"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","EO","Heterosexual / straight","500","480","26790","26000"
"In post","2021","Department for Education (excl. agencies)","EO","LGBO","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","EO","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","EO","Unknown","150","140","27030","26000"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","1510","1440","56740","54160"
"In post","2021","Department for Education (excl. agencies)","G6/G7","LGBO","110","110","56810","54400"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Undeclared","160","160","56940","54160"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Unknown","360","340","57300","54400"
"In post","2021","Department for Education (excl. agencies)","SCS","Heterosexual / straight","170","160","81820","74100"
"In post","2021","Department for Education (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","1770","1710","35900","36500"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","LGBO","150","150","35610","36500"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Undeclared","190","180","36240","36660"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","400","380","36150","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","110","100","22620","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","350","340","26630","25600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","100","90","27410","27960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","1310","1260","54550","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","100","90","53870","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","130","130","53690","52460"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","310","300","55200","53870"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Heterosexual / straight","150","140","84030","77290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","1860","1800","34980","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","150","150","35120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","190","180","34650","33960"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","460","440","35600","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Heterosexual / straight","140","140","27320","26510"
"In post","2021","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Unknown","90","90","27370","26510"
"In post","2021","Department for International Trade","G6/G7","Heterosexual / straight","640","630","55520","52660"
"In post","2021","Department for International Trade","G6/G7","LGBO","80","80","54630","51970"
"In post","2021","Department for International Trade","G6/G7","Undeclared","60","60","54900","51970"
"In post","2021","Department for International Trade","G6/G7","Unknown","300","300","55570","53080"
"In post","2021","Department for International Trade","SCS","Heterosexual / straight","110","110","86920","76810"
"In post","2021","Department for International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Department for International Trade","SEO/HEO","Heterosexual / straight","630","620","35310","34940"
"In post","2021","Department for International Trade","SEO/HEO","LGBO","70","70","34620","32240"
"In post","2021","Department for International Trade","SEO/HEO","Undeclared","70","70","36440","37440"
"In post","2021","Department for International Trade","SEO/HEO","Unknown","380","370","35350","34430"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","60","50","25420","25730"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Unknown","80","70","30630","32740"
"In post","2021","Department for Transport (excl. agencies)","EO","Heterosexual / straight","240","230","28810","30270"
"In post","2021","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","EO","Unknown","100","100","28380","30270"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","910","890","59960","55380"
