"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Belfast","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Home Office (incl. agencies)","460","410","24980","24880"
"In post","2021","Belfast","Unknown","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Berkshire","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","HM Revenue and Customs (excl. agencies)","90","80","32030","31810"
"In post","2021","Berkshire","Debt","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","90","80","41520","36970"
"In post","2021","Berkshire","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","Rural Payments Agency","150","140","28830","25190"
"In post","2021","Berkshire","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","Crown Prosecution Service","130","120","43640","40000"
"In post","2021","Berkshire","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","Department for International Trade","70","70","43490","38540"
"In post","2021","Berkshire","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Berkshire","No function","HM Courts and Tribunals Service","100","90","22650","22080"
"In post","2021","Berkshire","No function","HM Prison and Probation Service","150","140","29230","24800"
"In post","2021","Berkshire","No function","HM Revenue and Customs (excl. agencies)","200","180","35270","32520"
"In post","2021","Berkshire","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","National Crime Agency","110","100","39540","39570"
"In post","2021","Berkshire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Berkshire","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Security","Ministry of Defence (excl. agencies)","630","620","34940","39070"
"In post","2021","Berkshire","Unknown","Department for Work and Pensions (excl. agencies)","460","420","29410","29290"
"In post","2021","Berkshire","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Home Office (incl. agencies)","50","40","[c]","[c]"
"In post","2021","Berkshire","Unknown","Ministry of Defence (excl. agencies)","260","250","31820","26930"
"In post","2021","Bexley and Greenwich","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","Driver and Vehicle Standards Agency","50","50","32900","30780"
"In post","2021","Bexley and Greenwich","No function","HM Courts and Tribunals Service","70","60","23130","23500"
"In post","2021","Bexley and Greenwich","No function","HM Prison and Probation Service","1090","1060","32120","32600"
"In post","2021","Bexley and Greenwich","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Work and Pensions (excl. agencies)","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Defence (excl. agencies)","90","80","32350","29250"
"In post","2021","Birmingham","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","HM Revenue and Customs (excl. agencies)","210","200","29400","25560"
"In post","2021","Birmingham","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
