"Status","Year","Disability","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","HM Prison and Probation Service","70","50","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","HM Revenue and Customs (excl. agencies)","30","20","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","HM Prison and Probation Service","90","80","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","HM Prison and Probation Service","60","50","[c]","[c]"
