"Status","Year","Function_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Human Resources","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","White","110","110","40000","34400"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","White","80","80","45050","41650"
"Leaver Dept.","2021","Legal","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Asian","180","180","33380","30190"
"Leaver Dept.","2021","No function","Female","Black","110","100","32550","32130"
"Leaver Dept.","2021","No function","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Mixed","70","70","38220","33570"
"Leaver Dept.","2021","No function","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Unknown","720","700","36340","32000"
"Leaver Dept.","2021","No function","Female","White","1080","1040","39250","33100"
"Leaver Dept.","2021","No function","Male","Asian","110","110","33290","32000"
"Leaver Dept.","2021","No function","Male","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Mixed","70","60","41880","34080"
"Leaver Dept.","2021","No function","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Male","Undeclared","100","90","37720","33930"
"Leaver Dept.","2021","No function","Male","Unknown","610","600","37190","32240"
"Leaver Dept.","2021","No function","Male","White","840","820","40700","34240"
"Leaver Dept.","2021","Project Delivery","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","White","170","170","40960","33930"
"Leaver Dept.","2021","Project Delivery","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","White","190","190","40580","36000"
"Leaver Dept.","2021","Property","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Asian","260","240","33870","30300"
"Leaver Dept.","2021","Unknown","Female","Black","140","130","33770","29320"
"Leaver Dept.","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Mixed","70","70","36720","30950"
"Leaver Dept.","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","80","70","33560","29640"
"Leaver Dept.","2021","Unknown","Female","Unknown","660","520","34260","30300"
"Leaver Dept.","2021","Unknown","Female","White","1760","1590","34300","28670"
"Leaver Dept.","2021","Unknown","Male","Asian","220","210","31720","28830"
"Leaver Dept.","2021","Unknown","Male","Black","100","90","31150","28030"
"Leaver Dept.","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","100","90","33600","28670"
"Leaver Dept.","2021","Unknown","Male","Unknown","610","500","38030","34000"
"Leaver Dept.","2021","Unknown","Male","White","1280","1190","35250","29860"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","White","140","130","40260","36840"
"Leaver Dept.","2022","Analysis","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","White","130","120","44920","39930"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","White","120","110","41470","38980"
"Leaver Dept.","2022","Commercial","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","White","100","90","45530","40600"
"Leaver Dept.","2022","Communications","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","White","140","130","42240","37880"
"Leaver Dept.","2022","Communications","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","White","100","100","45020","37780"
"Leaver Dept.","2022","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","White","190","180","40730","36960"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Asian","60","60","42160","40290"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Unknown","90","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","White","220","220","43520","38330"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","White","160","140","40200","35320"
"Leaver Dept.","2022","Finance","Male","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","White","140","130","44890","41230"
"Leaver Dept.","2022","Grants Management","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","White","360","340","39130","33130"
"Leaver Dept.","2022","Human Resources","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","White","130","130","37800","32000"
"Leaver Dept.","2022","Internal Audit","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","White","70","70","47290","51250"
"Leaver Dept.","2022","Legal","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Asian","1010","930","36860","31060"
"Leaver Dept.","2022","No function","Female","Black","610","570","35190","31060"
"Leaver Dept.","2022","No function","Female","Mixed","280","260","35830","31990"
"Leaver Dept.","2022","No function","Female","Other ethnicity","80","80","39850","33610"
"Leaver Dept.","2022","No function","Female","Undeclared","420","380","41480","36840"
"Leaver Dept.","2022","No function","Female","Unknown","1240","1000","35440","32000"
"Leaver Dept.","2022","No function","Female","White","5570","5120","38230","32330"
"Leaver Dept.","2022","No function","Male","Asian","620","590","35040","29850"
"Leaver Dept.","2022","No function","Male","Black","240","230","38800","31060"
"Leaver Dept.","2022","No function","Male","Mixed","140","140","40230","35520"
"Leaver Dept.","2022","No function","Male","Other ethnicity","50","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Undeclared","300","280","43570","39610"
"Leaver Dept.","2022","No function","Male","Unknown","1010","850","37630","32000"
"Leaver Dept.","2022","No function","Male","White","3220","3090","41520","34550"
"Leaver Dept.","2022","Project Delivery","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","White","230","230","39290","36110"
"Leaver Dept.","2022","Project Delivery","Male","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","White","260","260","39350","34750"
"Leaver Dept.","2022","Property","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","White","60","50","33840","31250"
"Leaver Dept.","2022","Property","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","White","60","60","36750","33970"
"Leaver Dept.","2022","Unknown","Female","Asian","180","160","32570","28830"
"Leaver Dept.","2022","Unknown","Female","Black","90","80","35040","35070"
"Leaver Dept.","2022","Unknown","Female","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","500","400","35640","30470"
"Leaver Dept.","2022","Unknown","Female","White","1110","970","35570","28670"
"Leaver Dept.","2022","Unknown","Male","Asian","180","170","33820","28850"
"Leaver Dept.","2022","Unknown","Male","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Mixed","40","30","[c]","[c]"
