"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","East of England","Black","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Black","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Cambridgeshire CC","40","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Cambridgeshire CC","200","190","40410","33300"
"Leaver Dept.","2022","East of England","White","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Norwich and East Norfolk","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","Suffolk CC","60","60","40800","33370"
"Leaver Dept.","2022","East of England","White","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","White","West Essex","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Barnet","290","270","39330","32650"
"Leaver Dept.","2022","London","Asian","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Croydon","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Hackney and Newham","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Harrow and Hillingdon","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Lambeth","200","180","45350","36500"
"Leaver Dept.","2022","London","Asian","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Tower Hamlets","60","60","37380","34080"
"Leaver Dept.","2022","London","Asian","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Asian","Westminster","550","490","41740","36100"
"Leaver Dept.","2022","London","Black","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Barnet","120","110","34720","28040"
"Leaver Dept.","2022","London","Black","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Croydon","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Black","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Lambeth","170","160","41330","35370"
"Leaver Dept.","2022","London","Black","Lewisham and Southwark","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Black","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Black","Westminster","280","250","38920","35070"
"Leaver Dept.","2022","London","Mixed","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Barnet","50","40","35960","31700"
"Leaver Dept.","2022","London","Mixed","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Lambeth","60","50","45600","40470"
"Leaver Dept.","2022","London","Mixed","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Mixed","Westminster","210","190","42550","39720"
"Leaver Dept.","2022","London","Other ethnicity","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Other ethnicity","Westminster","60","50","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Barnet","80","70","46680","40070"
"Leaver Dept.","2022","London","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Lambeth","120","100","49790","48860"
"Leaver Dept.","2022","London","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Westminster","190","180","44810","40940"
"Leaver Dept.","2022","London","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Croydon","70","60","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Lambeth","70","60","50160","45760"
"Leaver Dept.","2022","London","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Tower Hamlets","60","60","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Westminster","1890","1230","42000","34660"
"Leaver Dept.","2022","London","White","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Barnet","560","510","44750","40070"
"Leaver Dept.","2022","London","White","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Camden and City of London","30","30","[c]","[c]"
"Leaver Dept.","2022","London","White","Croydon","110","110","43970","37460"
"Leaver Dept.","2022","London","White","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Hackney and Newham","50","50","[c]","[c]"
"Leaver Dept.","2022","London","White","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Harrow and Hillingdon","30","30","[c]","[c]"
"Leaver Dept.","2022","London","White","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","White","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
