"Status","Year","Age","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","UK Health Security Agency","60","60","40750","36330"
"New entrant CS","2022","30-39","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Cabinet Office (excl. agencies)","150","150","52120","54700"
"New entrant CS","2022","30-39","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Defence Equipment and Support","50","50","31440","31500"
"New entrant CS","2022","30-39","Unknown","Defence Science and Technology Laboratory","50","50","35920","33900"
"New entrant CS","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Education (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","100","100","41520","38630"
"New entrant CS","2022","30-39","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Transport (excl. agencies)","70","70","48700","48770"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","380","370","27750","27570"
"New entrant CS","2022","30-39","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Driver and Vehicle Standards Agency","70","70","25910","26130"
"New entrant CS","2022","30-39","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","HM Courts and Tribunals Service","160","150","25110","20970"
"New entrant CS","2022","30-39","Unknown","HM Land Registry","60","60","27990","27130"
"New entrant CS","2022","30-39","Unknown","HM Prison and Probation Service","1280","1200","26140","24800"
"New entrant CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","940","900","27360","26590"
"New entrant CS","2022","30-39","Unknown","Home Office","410","400","30290","24880"
"New entrant CS","2022","30-39","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","230","220","32600","26350"
"New entrant CS","2022","30-39","Unknown","Ministry of Justice (excl. agencies)","60","60","38310","36050"
"New entrant CS","2022","30-39","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of the Public Guardian","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Rural Payments Agency","80","80","21700","21300"
"New entrant CS","2022","30-39","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Government (excl. agencies)","170","170","36880","31540"
"New entrant CS","2022","30-39","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Prison Service","110","100","23010","21640"
"New entrant CS","2022","30-39","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Social Security Scotland","150","150","27580","27230"
"New entrant CS","2022","30-39","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Health Security Agency","120","120","43870","40360"
"New entrant CS","2022","30-39","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Valuation Office Agency","60","60","25440","22010"
"New entrant CS","2022","30-39","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Animal and Plant Health Agency","60","60","27890","24920"
"New entrant CS","2022","40-49","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Cabinet Office (excl. agencies)","110","100","46260","40600"
"New entrant CS","2022","40-49","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Crown Prosecution Service","90","80","43940","48080"
"New entrant CS","2022","40-49","Heterosexual / straight","Defence Equipment and Support","110","110","35010","33000"
"New entrant CS","2022","40-49","Heterosexual / straight","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","43800","40050"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Education (excl. agencies)","90","90","39430","36500"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","240","230","42700","38180"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","70","70","41040","39600"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Transport (excl. agencies)","60","60","46400","48770"
"New entrant CS","2022","40-49","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","1350","1310","27360","27570"
"New entrant CS","2022","40-49","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Driver and Vehicle Licensing Agency","60","50","23590","21840"
"New entrant CS","2022","40-49","Heterosexual / straight","Driver and Vehicle Standards Agency","60","60","27980","26130"
"New entrant CS","2022","40-49","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Government Legal Department","50","50","48350","50500"
"New entrant CS","2022","40-49","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Heterosexual / straight","Health and Safety Executive","50","50","43570","39340"
