"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","London","Outer London - South","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Department for Work and Pensions","220","220","30600","31060"
"New entrant CS","2022","London","Outer London - West and North West","Department of Health and Social Care","270","230","31590","26880"
"New entrant CS","2022","London","Outer London - West and North West","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Home Office","160","150","29570","28650"
"New entrant CS","2022","London","Outer London - West and North West","Ministry of Defence","50","50","26510","28700"
"New entrant CS","2022","London","Outer London - West and North West","Ministry of Justice","380","370","30690","31020"
"New entrant CS","2022","London","Outer London - West and North West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - West and North West","The National Archives","100","90","31970","28040"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Cabinet Office","80","80","23970","21050"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Education","40","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs","240","230","26890","21300"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Transport","60","60","24070","21840"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department for Work and Pensions","1040","1020","25220","21260"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","HM Revenue and Customs","1030","1000","25740","21880"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Home Office","70","70","26490","24880"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Ministry of Justice","310","300","27810","25300"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for Education","110","110","33160","29360"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department for Work and Pensions","160","150","25150","27570"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","HM Land Registry","50","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","HM Revenue and Customs","160","150","22310","21750"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","HM Treasury","60","60","35090","29320"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Ministry of Justice","600","590","25410","23170"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Department for Environment, Food and Rural Affairs","120","110","31980","29180"
"New entrant CS","2022","North West (England)","Cheshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Ministry of Defence","60","60","23400","21170"
"New entrant CS","2022","North West (England)","Cheshire","Ministry of Justice","270","260","24810","23140"
"New entrant CS","2022","North West (England)","Cheshire","National Crime Agency","100","90","34470","34140"
"New entrant CS","2022","North West (England)","Cheshire","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Department for Environment, Food and Rural Affairs","190","180","23250","21300"
"New entrant CS","2022","North West (England)","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Ministry of Justice","100","80","26560","25560"
"New entrant CS","2022","North West (England)","Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Cabinet Office","100","100","42620","37300"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Business, Energy and Industrial Strategy","130","130","33890","30360"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Education","210","210","33560","29360"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Department for Work and Pensions","600","590","27910","27570"
"New entrant CS","2022","North West (England)","Greater Manchester","Department of Health and Social Care","60","60","33680","23390"
"New entrant CS","2022","North West (England)","Greater Manchester","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","HM Revenue and Customs","1100","1070","27020","26590"
"New entrant CS","2022","North West (England)","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Home Office","150","140","35560","30820"
"New entrant CS","2022","North West (England)","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester","Ministry of Justice","900","850","25810","23170"
