"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","London","Unknown","500","450","43960","36200"
"New entrant CS","2022","50-59","North East (England)","Declared disabled","70","70","28190","26860"
"New entrant CS","2022","50-59","North East (England)","Declared non-disabled","340","330","28510","26310"
"New entrant CS","2022","50-59","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","North East (England)","Unknown","190","180","26980","23710"
"New entrant CS","2022","50-59","North West (England)","Declared disabled","130","130","29920","27570"
"New entrant CS","2022","50-59","North West (England)","Declared non-disabled","540","520","29010","25160"
"New entrant CS","2022","50-59","North West (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","50-59","North West (England)","Unknown","450","420","29810","26330"
"New entrant CS","2022","50-59","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Declared disabled","70","70","28420","27230"
"New entrant CS","2022","50-59","Scotland","Declared non-disabled","550","540","30880","27230"
"New entrant CS","2022","50-59","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scotland","Unknown","400","380","32790","27230"
"New entrant CS","2022","50-59","South East (England)","Declared disabled","80","70","27360","24250"
"New entrant CS","2022","50-59","South East (England)","Declared non-disabled","480","450","30860","26350"
"New entrant CS","2022","50-59","South East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","50-59","South East (England)","Unknown","380","340","30110","26590"
"New entrant CS","2022","50-59","South West (England)","Declared disabled","80","80","34650","28760"
"New entrant CS","2022","50-59","South West (England)","Declared non-disabled","510","500","33650","29790"
"New entrant CS","2022","50-59","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","South West (England)","Unknown","250","240","33140","26990"
"New entrant CS","2022","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","70","60","[c]","[c]"
"New entrant CS","2022","50-59","Wales","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","50-59","Wales","Declared non-disabled","290","280","32440","26820"
"New entrant CS","2022","50-59","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Wales","Unknown","170","160","29580","26130"
"New entrant CS","2022","50-59","West Midlands (England)","Declared disabled","90","90","28920","26860"
"New entrant CS","2022","50-59","West Midlands (England)","Declared non-disabled","380","370","30800","27570"
"New entrant CS","2022","50-59","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","West Midlands (England)","Unknown","220","200","32510","28200"
"New entrant CS","2022","50-59","Yorkshire and The Humber","Declared disabled","80","80","32010","28200"
"New entrant CS","2022","50-59","Yorkshire and The Humber","Declared non-disabled","370","360","31100","27570"
"New entrant CS","2022","50-59","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Yorkshire and The Humber","Unknown","290","260","31700","28200"
"New entrant CS","2022","60-64","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","60-64","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East Midlands (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","60-64","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East of England","Declared non-disabled","90","80","27480","24250"
"New entrant CS","2022","60-64","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","East of England","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","60-64","London","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","60-64","London","Declared non-disabled","120","110","43730","35240"
"New entrant CS","2022","60-64","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","Unknown","120","100","40590","34630"
"New entrant CS","2022","60-64","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North East (England)","Declared non-disabled","60","60","25060","21300"
"New entrant CS","2022","60-64","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North East (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","60-64","North West (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","60-64","North West (England)","Declared non-disabled","150","140","27350","23140"
"New entrant CS","2022","60-64","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","North West (England)","Unknown","100","90","29050","26310"
"New entrant CS","2022","60-64","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scotland","Declared non-disabled","80","80","27390","22930"
"New entrant CS","2022","60-64","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scotland","Unknown","70","60","29490","25120"
"New entrant CS","2022","60-64","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South East (England)","Declared non-disabled","110","90","28100","25010"
"New entrant CS","2022","60-64","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South East (England)","Unknown","110","80","28770","26820"
"New entrant CS","2022","60-64","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South West (England)","Declared non-disabled","100","90","32200","28760"
"New entrant CS","2022","60-64","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","South West (England)","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wales","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","60-64","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Wales","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","60-64","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Midlands (England)","Declared non-disabled","80","70","30430","27010"
"New entrant CS","2022","60-64","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","West Midlands (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","60-64","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Yorkshire and The Humber","Declared non-disabled","70","70","28840","27570"
"New entrant CS","2022","60-64","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Yorkshire and The Humber","Unknown","80","70","30120","28200"
"New entrant CS","2022","65+","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","65+","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North West (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","65+","North West (England)","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","65+","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South East (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","65+","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South West (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","65+","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","65+","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
