"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Unknown","90","80","32350","29250"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","No function","1160","1120","31600","31590"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Legal","470","440","39930","38000"
"In post","2021","Birmingham","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Counter Fraud","50","50","38100","38810"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","No function","500","470","31030","26380"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","No function","130","130","29250","26780"
"In post","2021","Birmingham","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","No function","80","70","43550","45710"
"In post","2021","Birmingham","Department for Work and Pensions","Unknown","2160","1920","26690","27570"
"In post","2021","Birmingham","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","No function","440","400","41720","34530"
"In post","2021","Birmingham","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","No function","50","50","39080","37910"
"In post","2021","Birmingham","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Communications","210","200","29400","25560"
"In post","2021","Birmingham","HM Revenue and Customs","Counter Fraud","520","480","31930","31810"
"In post","2021","Birmingham","HM Revenue and Customs","Debt","410","370","21770","20140"
"In post","2021","Birmingham","HM Revenue and Customs","Digital, Data & Technology","60","60","35680","31810"
"In post","2021","Birmingham","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Legal","60","50","32010","31810"
"In post","2021","Birmingham","HM Revenue and Customs","No function","1370","1290","32160","31810"
"In post","2021","Birmingham","HM Revenue and Customs","Project Delivery","130","120","43910","38630"
"In post","2021","Birmingham","HM Revenue and Customs","Property","180","170","33810","31100"
"In post","2021","Birmingham","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","Unknown","130","120","29970","25310"
"In post","2021","Birmingham","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Project Delivery","50","50","42940","40580"
"In post","2021","Birmingham","Ministry of Defence","Property","30","30","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Unknown","110","110","30110","22290"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","No function","90","80","36390","31910"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Project Delivery","30","30","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Digital, Data & Technology","70","70","43190","45190"
"In post","2021","Birmingham","Ministry of Justice","Finance","30","30","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Legal","80","80","34250","30660"
"In post","2021","Birmingham","Ministry of Justice","No function","2840","2640","24660","21550"
"In post","2021","Birmingham","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","No function","380","370","37300","36410"
"In post","2021","Birmingham","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","No function","130","130","57580","51360"
"In post","2021","Birmingham","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","No function","80","80","52380","50130"
"In post","2021","Birmingham","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","No function","[c]","[c]","[c]","[c]"
