"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Worcestershire","260","240","31650","29180"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","York","380","360","35380","31820"
"In post","2021","Female","Department for International Trade","Berkshire","50","50","[c]","[c]"
"In post","2021","Female","Department for International Trade","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Overseas","40","40","[c]","[c]"
"In post","2021","Female","Department for International Trade","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Westminster","1130","1120","44160","38540"
"In post","2021","Female","Department for Transport","Aberdeen City and Aberdeenshire","30","30","[c]","[c]"
"In post","2021","Female","Department for Transport","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Birmingham","60","60","31190","26780"
"In post","2021","Female","Department for Transport","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Bristol, City of","200","180","34350","31040"
"In post","2021","Female","Department for Transport","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","East Sussex CC","70","60","30870","26780"
"In post","2021","Female","Department for Transport","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Leeds","100","90","27370","21590"
"In post","2021","Female","Department for Transport","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North Hampshire","30","30","[c]","[c]"
"In post","2021","Female","Department for Transport","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Nottingham","150","140","35100","32320"
