"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Wales","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","London","40","40","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","London","100","100","49780","46170"
"Leaver CS","2021","Department for Education","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Declared non-disabled","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","London","150","140","38410","33120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","North West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","South East (England)","90","80","33170","25880"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","South West (England)","70","70","33140","29280"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","London","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","London","100","100","31640","24410"
"Leaver CS","2021","Department for International Trade","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Wales","50","30","20850","21170"
"Leaver CS","2021","Department for Transport","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","London","70","60","43480","35060"
"Leaver CS","2021","Department for Transport","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Wales","180","140","24640","21590"
"Leaver CS","2021","Department for Transport","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
