"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","EO","60-64","70","60","28650","28430"
"In post","2021","Crown Prosecution Service","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","20-29","70","70","50150","50520"
"In post","2021","Crown Prosecution Service","G6/G7","30-39","510","490","53270","51120"
"In post","2021","Crown Prosecution Service","G6/G7","40-49","970","900","56800","55610"
"In post","2021","Crown Prosecution Service","G6/G7","50-59","1070","990","60160","58590"
"In post","2021","Crown Prosecution Service","G6/G7","60-64","210","170","60750","60710"
"In post","2021","Crown Prosecution Service","G6/G7","65+","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","50-59","50","50","98720","92430"
"In post","2021","Crown Prosecution Service","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","20-29","140","130","36280","38000"
"In post","2021","Crown Prosecution Service","SEO/HEO","30-39","230","220","36300","38000"
"In post","2021","Crown Prosecution Service","SEO/HEO","40-49","260","250","36300","36240"
"In post","2021","Crown Prosecution Service","SEO/HEO","50-59","310","300","35870","34480"
"In post","2021","Crown Prosecution Service","SEO/HEO","60-64","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","40-49","60","60","27510","27460"
"In post","2021","Defence Electronics and Components Agency","EO","50-59","120","110","28750","28750"
"In post","2021","Defence Electronics and Components Agency","EO","60-64","40","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","50-59","40","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","16-19","110","110","18130","17780"
"In post","2021","Defence Equipment and Support","EO","20-29","1050","1040","22500","21470"
"In post","2021","Defence Equipment and Support","EO","30-39","380","350","22100","21330"
"In post","2021","Defence Equipment and Support","EO","40-49","280","260","22270","21530"
"In post","2021","Defence Equipment and Support","EO","50-59","500","480","22450","21770"
"In post","2021","Defence Equipment and Support","EO","60-64","210","190","22600","21800"
"In post","2021","Defence Equipment and Support","EO","65+","90","80","22960","21840"
"In post","2021","Defence Equipment and Support","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","G6/G7","30-39","310","300","53930","53000"
"In post","2021","Defence Equipment and Support","G6/G7","40-49","550","540","57100","55560"
"In post","2021","Defence Equipment and Support","G6/G7","50-59","650","640","58020","55840"
"In post","2021","Defence Equipment and Support","G6/G7","60-64","130","110","57970","55930"
"In post","2021","Defence Equipment and Support","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","40-49","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","50-59","60","60","105600","97680"
"In post","2021","Defence Equipment and Support","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SEO/HEO","20-29","1000","990","30970","30420"
"In post","2021","Defence Equipment and Support","SEO/HEO","30-39","1540","1490","35190","35000"
"In post","2021","Defence Equipment and Support","SEO/HEO","40-49","1310","1270","36540","37220"
"In post","2021","Defence Equipment and Support","SEO/HEO","50-59","1800","1760","37180","37770"
"In post","2021","Defence Equipment and Support","SEO/HEO","60-64","520","480","37730","37960"
"In post","2021","Defence Equipment and Support","SEO/HEO","65+","140","110","37500","37130"
"In post","2021","Defence Equipment and Support","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","20-29","80","70","18440","17710"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","20-29","90","90","22600","22780"
"In post","2021","Defence Science and Technology Laboratory","EO","30-39","50","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","40-49","50","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","50-59","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","30-39","460","450","47380","46080"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","40-49","640","620","51290","46720"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","50-59","640","630","52620","48440"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","60-64","150","130","53840","50900"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","65+","70","50","57310","56670"
"In post","2021","Defence Science and Technology Laboratory","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","20-29","730","720","30500","28650"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","30-39","520","500","34370","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","40-49","320","300","35130","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","50-59","330","320","34670","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","60-64","100","90","35600","37320"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","65+","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","20-29","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20-29","180","180","27790","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","30-39","50","50","27360","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","40-49","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","50-59","90","90","28990","28680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","60-64","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","20-29","480","480","55600","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","30-39","870","850","58730","56600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","40-49","530","510","59830","57850"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","50-59","370","370","60300","59060"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","60-64","50","50","63220","59080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","30-39","90","80","78180","73340"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","40-49","150","140","82540","75420"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","50-59","80","80","88930","79150"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","20-29","1130","1130","36690","34090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","30-39","460","450","38950","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","40-49","260","250","40640","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","50-59","270","270","39600","38000"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","60-64","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","20-29","100","100","27510","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","30-39","30","30","[c]","[c]"
