"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Bedfordshire and Hertfordshire","190","190","23430","24180"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","270","270","23360","21500"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Cheshire","150","150","21430","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Cornwall and Isles of Scilly","50","50","20730","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Cumbria","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Derbyshire and Nottinghamshire","290","280","21320","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Devon","380","360","21330","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Dorset and Somerset","150","140","21230","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","East Anglia","430","410","21990","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","East Wales","440","430","20560","20500"
"New entrant CS","2021","Heterosexual / straight","AA/AO","East Yorkshire and Northern Lincolnshire","130","120","21750","21430"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Eastern Scotland","390","380","20820","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Essex","140","140","23600","24180"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","500","480","20740","20920"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Greater Manchester","480","470","20690","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Hampshire and Isle of Wight","370","350","21390","20920"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Herefordshire, Worcestershire and Warwickshire","150","150","22560","22850"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Highlands and Islands","70","70","20420","20760"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Inner London - East","330","330","24370","25110"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Inner London - West","460","460","24040","23520"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Kent","280","280","23940","24180"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Lancashire","660","650","21100","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Leicestershire, Rutland and Northamptonshire","260","250","21000","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Lincolnshire","90","90","20530","20500"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Merseyside","280","270","20600","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","North Yorkshire","120","110","21170","20920"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Northern Ireland","80","70","20220","20140"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Northumberland and Tyne and Wear","790","780","20800","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Outer London - East and North East","190","190","25410","25110"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Outer London - South","140","140","23970","25110"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Outer London - West and North West","190","180","24300","25110"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Shropshire and Staffordshire","280","270","20820","20970"
"New entrant CS","2021","Heterosexual / straight","AA/AO","South Yorkshire","280","270","21100","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Southern Scotland","100","100","20430","20140"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Surrey, East and West Sussex","360","350","23150","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Tees Valley and Durham","330","330","21410","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Unknown","70","70","21460","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","West Central Scotland","400","380","20570","20140"
"New entrant CS","2021","Heterosexual / straight","AA/AO","West Midlands","330","320","20640","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","West Wales and The Valleys","370","350","20640","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","West Yorkshire","360","350","20790","21010"
"New entrant CS","2021","Heterosexual / straight","EO","Bedfordshire and Hertfordshire","300","290","28580","29290"
"New entrant CS","2021","Heterosexual / straight","EO","Berkshire, Buckinghamshire and Oxfordshire","330","330","28160","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Cheshire","270","260","28560","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Cornwall and Isles of Scilly","70","70","27390","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","EO","Derbyshire and Nottinghamshire","330","320","26890","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Devon","150","150","27130","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Dorset and Somerset","130","130","27220","27570"
"New entrant CS","2021","Heterosexual / straight","EO","East Anglia","380","370","27130","27570"
"New entrant CS","2021","Heterosexual / straight","EO","East Wales","240","230","26180","27570"
"New entrant CS","2021","Heterosexual / straight","EO","East Yorkshire and Northern Lincolnshire","110","100","27100","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Eastern Scotland","230","220","27090","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Essex","290","280","28890","29290"
"New entrant CS","2021","Heterosexual / straight","EO","Gloucestershire, Wiltshire and Bath/Bristol area","710","680","26060","27540"
"New entrant CS","2021","Heterosexual / straight","EO","Greater Manchester","570","570","26900","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Hampshire and Isle of Wight","460","440","26940","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Herefordshire, Worcestershire and Warwickshire","100","100","27010","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Highlands and Islands","50","50","27260","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Inner London - East","940","910","30270","31060"
"New entrant CS","2021","Heterosexual / straight","EO","Inner London - West","1030","1020","28320","27750"
"New entrant CS","2021","Heterosexual / straight","EO","Kent","380","380","28920","29290"
"New entrant CS","2021","Heterosexual / straight","EO","Lancashire","150","140","27310","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Leicestershire, Rutland and Northamptonshire","220","220","27440","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Lincolnshire","70","70","27220","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Merseyside","220","220","26680","27570"
"New entrant CS","2021","Heterosexual / straight","EO","North Eastern Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","EO","North Yorkshire","140","140","26920","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Northern Ireland","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","EO","Northumberland and Tyne and Wear","430","430","26610","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Outer London - East and North East","440","430","31050","31060"
"New entrant CS","2021","Heterosexual / straight","EO","Outer London - South","250","250","30930","31060"
"New entrant CS","2021","Heterosexual / straight","EO","Outer London - West and North West","580","570","30550","31060"
"New entrant CS","2021","Heterosexual / straight","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","EO","Shropshire and Staffordshire","280","270","27220","27570"
"New entrant CS","2021","Heterosexual / straight","EO","South Yorkshire","200","190","27180","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Southern Scotland","110","110","27030","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Surrey, East and West Sussex","430","410","28030","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Tees Valley and Durham","70","70","26430","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Unknown","140","140","27690","27570"
"New entrant CS","2021","Heterosexual / straight","EO","West Central Scotland","260","260","26350","27120"
"New entrant CS","2021","Heterosexual / straight","EO","West Midlands","480","470","26970","27570"
"New entrant CS","2021","Heterosexual / straight","EO","West Wales and The Valleys","180","180","27250","27570"
"New entrant CS","2021","Heterosexual / straight","EO","West Yorkshire","580","570","27060","27570"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","East Wales","60","60","53350","52050"
"New entrant CS","2021","Heterosexual / straight","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Eastern Scotland","60","60","55500","52530"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","56900","55000"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Greater Manchester","120","110","55830","52610"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Hampshire and Isle of Wight","70","60","57050","53500"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Inner London - East","270","250","58260","54700"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Inner London - West","680","670","57320","54700"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Merseyside","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","North Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Northumberland and Tyne and Wear","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Outer London - South","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","South Yorkshire","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Central Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Midlands","90","80","54630","49960"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Yorkshire","70","70","52750","49610"
"New entrant CS","2021","Heterosexual / straight","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Inner London - West","80","80","95470","88950"
"New entrant CS","2021","Heterosexual / straight","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bedfordshire and Hertfordshire","50","50","35880","34640"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","110","100","35290","34820"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cheshire","50","50","36140","36740"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Derbyshire and Nottinghamshire","120","120","34050","31810"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Devon","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Anglia","110","100","34360","33000"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Wales","240","240","33940","32290"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Eastern Scotland","200","190","35370","33550"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Essex","50","50","33390","32110"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","720","690","34800","33300"
