"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","G6/G7","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Business, Energy and Industrial Strategy","80","70","57760","56100"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Education","80","70","57540","54400"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department for Work and Pensions","100","90","59270","58230"
"Leaver CS","2021","G6/G7","Declared non-disabled","Department of Health and Social Care","110","90","55000","52610"
"Leaver CS","2021","G6/G7","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Foreign, Commonwealth and Development Office","50","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","HM Revenue and Customs","220","190","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Home Office","70","70","61830","59740"
"Leaver CS","2021","G6/G7","Declared non-disabled","Ministry of Defence","140","130","60990","58240"
"Leaver CS","2021","G6/G7","Declared non-disabled","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Ministry of Justice","90","80","62890","58870"
"Leaver CS","2021","G6/G7","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Office for Standards in Education","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Scottish Government","60","60","64960","64060"
"Leaver CS","2021","G6/G7","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Attorney General's Departments","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Cabinet Office","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Environment, Food and Rural Affairs","90","80","56070","54830"
"Leaver CS","2021","G6/G7","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Department of Health and Social Care","80","40","61890","57630"
"Leaver CS","2021","G6/G7","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Government","50","50","64170","63870"
"Leaver CS","2021","G6/G7","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
