"Status","Year","Profession_of_post","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Human Resources","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","65+","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","30-39","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","30-39","Office for Standards in Education, Children's Services and Skills","100","100","58060","51360"
"In post","2022","Inspector of Education and Training","40-49","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","40-49","Office for Standards in Education, Children's Services and Skills","290","290","64260","64500"
"In post","2022","Inspector of Education and Training","50-59","Estyn","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","50-59","Office for Standards in Education, Children's Services and Skills","380","370","65780","70500"
"In post","2022","Inspector of Education and Training","60-64","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","60-64","Office for Standards in Education, Children's Services and Skills","90","80","70050","75500"
"In post","2022","Inspector of Education and Training","65+","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","20-29","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","20-29","HM Revenue and Customs","60","60","33960","33080"
"In post","2022","Intelligence Analysis","20-29","Home Office","100","100","27070","24890"
"In post","2022","Intelligence Analysis","20-29","Ministry of Defence","230","220","32420","29250"
"In post","2022","Intelligence Analysis","20-29","Ministry of Justice","60","60","27470","26330"
"In post","2022","Intelligence Analysis","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","30-39","Foreign, Commonwealth and Development Office","60","60","45180","40980"
"In post","2022","Intelligence Analysis","30-39","HM Revenue and Customs","80","80","38570","37770"
"In post","2022","Intelligence Analysis","30-39","Home Office","330","310","29240","27370"
"In post","2022","Intelligence Analysis","30-39","Ministry of Defence","220","210","38680","36140"
"In post","2022","Intelligence Analysis","30-39","Ministry of Justice","130","120","30230","27380"
"In post","2022","Intelligence Analysis","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","40-49","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","40-49","HM Revenue and Customs","60","60","42200","40520"
"In post","2022","Intelligence Analysis","40-49","Home Office","410","390","30340","28650"
"In post","2022","Intelligence Analysis","40-49","Ministry of Defence","150","140","39690","37780"
"In post","2022","Intelligence Analysis","40-49","Ministry of Justice","90","90","31660","28010"
"In post","2022","Intelligence Analysis","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","50-59","Home Office","460","440","30280","27370"
"In post","2022","Intelligence Analysis","50-59","Ministry of Defence","200","190","38450","36140"
"In post","2022","Intelligence Analysis","50-59","Ministry of Justice","120","120","31290","28640"
"In post","2022","Intelligence Analysis","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","60-64","Home Office","80","70","29380","27370"
"In post","2022","Intelligence Analysis","60-64","Ministry of Defence","60","50","38540","35860"
"In post","2022","Intelligence Analysis","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","Home Office","30","20","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","HM Treasury","50","50","47060","48780"
"In post","2022","Internal Audit","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","HM Treasury","90","80","52050","48780"
"In post","2022","Internal Audit","40-49","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Internal Audit","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2022","Internal Audit","50-59","HM Treasury","140","130","54890","52140"
"In post","2022","Internal Audit","50-59","Ministry of Defence","70","70","40700","38030"
"In post","2022","Internal Audit","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","50-59","Welsh Government","[c]","[c]","[c]","[c]"
