"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Scotland","Declared disabled","100","90","25900","24890"
"In post","2021","Home Office (incl. agencies)","Scotland","Declared non-disabled","840","780","27480","25220"
"In post","2021","Home Office (incl. agencies)","Scotland","Undeclared","50","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Scotland","Unknown","50","50","24500","24880"
"In post","2021","Home Office (incl. agencies)","South East (England)","Declared disabled","260","240","27940","27370"
"In post","2021","Home Office (incl. agencies)","South East (England)","Declared non-disabled","3000","2710","27790","26250"
"In post","2021","Home Office (incl. agencies)","South East (England)","Undeclared","310","280","29110","27370"
"In post","2021","Home Office (incl. agencies)","South East (England)","Unknown","220","220","24950","24880"
"In post","2021","Home Office (incl. agencies)","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Declared non-disabled","320","300","27760","25310"
"In post","2021","Home Office (incl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Declared disabled","60","50","26840","25290"
"In post","2021","Home Office (incl. agencies)","Wales","Declared non-disabled","530","480","27490","25040"
"In post","2021","Home Office (incl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Unknown","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Declared disabled","90","80","27550","25900"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Declared non-disabled","870","800","27890","25310"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Declared disabled","340","310","28610","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Declared non-disabled","2860","2640","27810","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Undeclared","160","150","28940","26160"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","280","280","25940","21430"
"In post","2021","Insolvency Service","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Declared non-disabled","70","70","34320","34050"
"In post","2021","Insolvency Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Unknown","40","40","[c]","[c]"
"In post","2021","Insolvency Service","London","Declared disabled","30","30","[c]","[c]"
"In post","2021","Insolvency Service","London","Declared non-disabled","210","200","41180","38590"
"In post","2021","Insolvency Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","Unknown","70","60","38660","34500"
"In post","2021","Insolvency Service","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Declared non-disabled","180","170","34730","35600"
"In post","2021","Insolvency Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Unknown","80","80","30480","24020"
"In post","2021","Insolvency Service","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Declared non-disabled","70","70","31040","27060"
"In post","2021","Insolvency Service","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Unknown","30","30","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Declared non-disabled","80","70","34220","34390"
"In post","2021","Insolvency Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Unknown","50","50","23830","20880"
"In post","2021","Insolvency Service","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Declared disabled","50","40","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Declared non-disabled","260","240","32710","30620"
"In post","2021","Insolvency Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Unknown","110","110","27410","20880"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Declared non-disabled","60","60","35330","35070"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Declared non-disabled","90","90","52530","53950"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Declared non-disabled","90","80","44410","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Declared non-disabled","120","110","24220","21170"
"In post","2021","Legal Aid Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Declared non-disabled","140","140","44490","40940"
"In post","2021","Legal Aid Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
