"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","G6/G7","60","60","58790","54760"
"Leaver Dept.","2022","Attorney General's Departments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Female","EO","110","100","27380","27500"
"Leaver Dept.","2022","Cabinet Office","Female","G6/G7","280","270","58250","54700"
"Leaver Dept.","2022","Cabinet Office","Female","SCS","50","50","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Female","SEO/HEO","590","580","33720","32000"
"Leaver Dept.","2022","Cabinet Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Male","EO","70","70","27160","27500"
"Leaver Dept.","2022","Cabinet Office","Male","G6/G7","220","220","57730","54700"
"Leaver Dept.","2022","Cabinet Office","Male","SCS","50","50","89460","79310"
"Leaver Dept.","2022","Cabinet Office","Male","SEO/HEO","460","460","33390","32000"
"Leaver Dept.","2022","Chancellor's other departments","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","EO","70","70","25910","24570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","G6/G7","120","110","56260","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","SEO/HEO","170","170","35690","34550"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","G6/G7","120","120","56420","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","SEO/HEO","170","170","36590","36630"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","SEO/HEO","60","60","34570","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Female","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Female","G6/G7","90","80","56170","54160"
"Leaver Dept.","2022","Department for Education","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Female","SEO/HEO","150","150","36150","36500"
"Leaver Dept.","2022","Department for Education","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Male","G6/G7","70","70","55670","53760"
"Leaver Dept.","2022","Department for Education","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Male","SEO/HEO","100","100","36170","36780"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","SEO/HEO","150","140","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","SEO/HEO","130","130","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","SEO/HEO","70","70","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","G6/G7","60","60","55720","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","SEO/HEO","100","100","35940","34650"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","G6/G7","60","60","57440","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","SEO/HEO","80","80","35100","33210"
"Leaver Dept.","2022","Department for Transport","Female","AA/AO","60","50","21490","21840"
"Leaver Dept.","2022","Department for Transport","Female","EO","70","70","27970","26780"
"Leaver Dept.","2022","Department for Transport","Female","G6/G7","50","50","56470","54760"
"Leaver Dept.","2022","Department for Transport","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Female","SEO/HEO","140","130","36750","35060"
"Leaver Dept.","2022","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Male","AA/AO","60","50","22440","21840"
"Leaver Dept.","2022","Department for Transport","Male","EO","70","70","27900","26780"
"Leaver Dept.","2022","Department for Transport","Male","G6/G7","60","60","57340","54760"
"Leaver Dept.","2022","Department for Transport","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Male","SEO/HEO","150","150","37160","35430"
"Leaver Dept.","2022","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Female","AA/AO","310","290","21320","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Female","EO","1140","1090","28190","27570"
