"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Asian","60","60","22270","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Black","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","60","60","21380","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","540","510","21250","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","White","1300","1160","21520","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Asian","80","70","27560","28170"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Black","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Mixed","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Undeclared","110","100","26550","25930"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","340","320","25760","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","White","1440","1350","26170","25410"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Asian","60","60","56300","54560"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Black","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Mixed","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","100","100","53990","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","350","340","54970","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","White","1730","1670","54430","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","White","170","160","84120","77240"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Asian","150","150","35650","35580"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Black","90","90","35280","34840"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Mixed","90","90","34410","33740"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","180","170","34990","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","600","570","35010","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","White","3240","3100","34870","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Asian","30","30","[c]","[c]"
"In post","2021","Department for International Trade","EO","Black","30","30","[c]","[c]"
"In post","2021","Department for International Trade","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","EO","Unknown","90","90","27280","26510"
"In post","2021","Department for International Trade","EO","White","90","90","27250","26510"
"In post","2021","Department for International Trade","G6/G7","Asian","60","60","53900","51970"
"In post","2021","Department for International Trade","G6/G7","Black","30","30","[c]","[c]"
"In post","2021","Department for International Trade","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","G6/G7","Mixed","40","40","[c]","[c]"
"In post","2021","Department for International Trade","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","G6/G7","Unknown","290","290","55600","53160"
"In post","2021","Department for International Trade","G6/G7","White","600","590","55460","52430"
"In post","2021","Department for International Trade","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Department for International Trade","SCS","White","110","110","86500","76910"
"In post","2021","Department for International Trade","SEO/HEO","Asian","100","100","35430","35560"
"In post","2021","Department for International Trade","SEO/HEO","Black","60","60","35630","38160"
"In post","2021","Department for International Trade","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SEO/HEO","Mixed","40","40","[c]","[c]"
"In post","2021","Department for International Trade","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","SEO/HEO","Undeclared","40","30","[c]","[c]"
"In post","2021","Department for International Trade","SEO/HEO","Unknown","360","350","35310","34340"
"In post","2021","Department for International Trade","SEO/HEO","White","540","530","35320","34980"
"In post","2021","Department for Transport","AA/AO","Asian","80","70","23220","21590"
"In post","2021","Department for Transport","AA/AO","Black","30","30","[c]","[c]"
"In post","2021","Department for Transport","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","AA/AO","Mixed","40","40","[c]","[c]"
"In post","2021","Department for Transport","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","AA/AO","Undeclared","330","310","23650","21590"
"In post","2021","Department for Transport","AA/AO","Unknown","850","770","22360","21590"
"In post","2021","Department for Transport","AA/AO","White","4350","3720","21480","21590"
"In post","2021","Department for Transport","EO","Asian","120","110","28950","29970"
"In post","2021","Department for Transport","EO","Black","70","70","29330","30470"
"In post","2021","Department for Transport","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","EO","Mixed","50","50","28640","26780"
"In post","2021","Department for Transport","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","EO","Undeclared","340","320","29060","26780"
"In post","2021","Department for Transport","EO","Unknown","650","630","27580","26700"
"In post","2021","Department for Transport","EO","White","2930","2710","27900","26780"
"In post","2021","Department for Transport","G6/G7","Asian","120","110","60780","55930"
"In post","2021","Department for Transport","G6/G7","Black","30","30","[c]","[c]"
"In post","2021","Department for Transport","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","G6/G7","Mixed","30","30","[c]","[c]"
"In post","2021","Department for Transport","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","G6/G7","Undeclared","100","100","62430","59000"
"In post","2021","Department for Transport","G6/G7","Unknown","250","250","60140","54960"
"In post","2021","Department for Transport","G6/G7","White","1330","1290","60420","56250"
"In post","2021","Department for Transport","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SCS","White","190","190","89800","80980"
"In post","2021","Department for Transport","SEO/HEO","Asian","200","200","39770","36340"
"In post","2021","Department for Transport","SEO/HEO","Black","110","110","38850","37660"
"In post","2021","Department for Transport","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SEO/HEO","Mixed","80","80","36540","35060"
"In post","2021","Department for Transport","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","SEO/HEO","Undeclared","280","280","38660","37660"
"In post","2021","Department for Transport","SEO/HEO","Unknown","530","520","37410","35430"
"In post","2021","Department for Transport","SEO/HEO","White","2750","2660","37550","36150"
"In post","2021","Department for Work and Pensions","AA/AO","Asian","2240","1880","21770","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Black","860","780","22760","22720"
"In post","2021","Department for Work and Pensions","AA/AO","Chinese","60","50","21380","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Mixed","480","440","21720","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Other ethnicity","120","110","22030","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Undeclared","1570","1330","21270","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Unknown","2090","1820","21140","21010"
"In post","2021","Department for Work and Pensions","AA/AO","White","22180","18960","21040","21010"
"In post","2021","Department for Work and Pensions","EO","Asian","4510","4160","29010","27570"
"In post","2021","Department for Work and Pensions","EO","Black","2700","2570","29890","31060"
"In post","2021","Department for Work and Pensions","EO","Chinese","70","70","28890","27570"
"In post","2021","Department for Work and Pensions","EO","Mixed","950","890","28720","27570"
"In post","2021","Department for Work and Pensions","EO","Other ethnicity","290","270","29310","29290"
"In post","2021","Department for Work and Pensions","EO","Undeclared","2200","1960","28330","27570"
"In post","2021","Department for Work and Pensions","EO","Unknown","3240","3050","28240","27570"
"In post","2021","Department for Work and Pensions","EO","White","35070","31400","27810","27570"
