"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","SEO/HEO","50","50","38430","36670"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","EO","70","60","34290","34140"
"In post","2021","East of England","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","SEO/HEO","60","60","43320","43710"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","G6/G7","50","50","75680","75500"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","SEO/HEO","40","40","[c]","[c]"
"In post","2021","East of England","Public Health England","AA/AO","70","60","21580","21570"
"In post","2021","East of England","Public Health England","EO","50","40","[c]","[c]"
"In post","2021","East of England","Public Health England","G6/G7","90","90","56780","52350"
"In post","2021","East of England","Public Health England","SCS","40","40","[c]","[c]"
"In post","2021","East of England","Public Health England","SEO/HEO","160","140","35530","35720"
"In post","2021","East of England","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","EO","60","50","26250","26180"
"In post","2021","East of England","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","SEO/HEO","70","60","37960","40010"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","EO","30","30","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","SEO/HEO","130","120","41470","39120"
"In post","2021","London","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Animal and Plant Health Agency","EO","60","50","30950","31460"
"In post","2021","London","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office (excl. agencies)","AA/AO","140","140","24470","24490"
"In post","2021","London","Cabinet Office (excl. agencies)","EO","600","590","27960","27500"
"In post","2021","London","Cabinet Office (excl. agencies)","G6/G7","2370","2330","59810","56470"
"In post","2021","London","Cabinet Office (excl. agencies)","SCS","760","750","94650","80420"
"In post","2021","London","Cabinet Office (excl. agencies)","SEO/HEO","2630","2610","34120","34550"
"In post","2021","London","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","SEO/HEO","40","40","[c]","[c]"
"In post","2021","London","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","EO","70","70","28600","28160"
"In post","2021","London","Competition and Markets Authority","G6/G7","390","380","66620","64220"
"In post","2021","London","Competition and Markets Authority","SCS","110","100","109740","101590"
"In post","2021","London","Competition and Markets Authority","SEO/HEO","190","180","37880","35660"
"In post","2021","London","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service","AA/AO","330","310","23110","23520"
"In post","2021","London","Crown Prosecution Service","EO","340","320","28890","30040"
"In post","2021","London","Crown Prosecution Service","G6/G7","720","680","61370","61860"
"In post","2021","London","Crown Prosecution Service","SCS","40","40","[c]","[c]"
"In post","2021","London","Crown Prosecution Service","SEO/HEO","260","250","37170","39540"
"In post","2021","London","Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","G6/G7","60","60","71740","67260"
"In post","2021","London","Debt Management Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","SEO/HEO","50","40","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","EO","120","110","20440","19990"
"In post","2021","London","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","SEO/HEO","70","70","31310","28680"
"In post","2021","London","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","60","60","25600","24900"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","330","330","28770","27690"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","2210","2150","58900","56760"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","310","300","83440","75500"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1990","1960","37770","38620"
"In post","2021","London","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","EO","170","170","27490","26180"
"In post","2021","London","Department for Digital, Culture, Media and Sport","G6/G7","780","770","58780","57300"
"In post","2021","London","Department for Digital, Culture, Media and Sport","SCS","120","110","86940","77180"
"In post","2021","London","Department for Digital, Culture, Media and Sport","SEO/HEO","630","630","37120","34020"
"In post","2021","London","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education (excl. agencies)","EO","250","240","29260","28500"
"In post","2021","London","Department for Education (excl. agencies)","G6/G7","970","930","59250","56100"
"In post","2021","London","Department for Education (excl. agencies)","SCS","170","160","84060","75200"
"In post","2021","London","Department for Education (excl. agencies)","SEO/HEO","750","730","38660","40230"
"In post","2021","London","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","80","80","24430","24370"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","240","240","28170","28170"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","860","830","57260","54650"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","150","140","84250","77240"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","1160","1130","36380","35330"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","AA/AO","30","30","[c]","[c]"
"In post","2021","London","Department for International Trade","EO","230","230","27590","26510"
"In post","2021","London","Department for International Trade","G6/G7","890","880","55340","51980"
"In post","2021","London","Department for International Trade","SCS","140","140","85610","76230"
"In post","2021","London","Department for International Trade","SEO/HEO","1010","1010","35390","34980"
"In post","2021","London","Department for Transport (excl. agencies)","AA/AO","120","100","30120","32740"
"In post","2021","London","Department for Transport (excl. agencies)","EO","310","310","29740","30270"
"In post","2021","London","Department for Transport (excl. agencies)","G6/G7","1150","1120","58870","54870"
"In post","2021","London","Department for Transport (excl. agencies)","SCS","200","190","87880","79800"
"In post","2021","London","Department for Transport (excl. agencies)","SEO/HEO","1290","1270","38930","37660"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","AA/AO","1620","1420","24460","25110"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","EO","6280","5910","31090","31060"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","G6/G7","600","570","60580","57230"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","SCS","120","120","93190","82750"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","SEO/HEO","1420","1370","38770","38450"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","EO","320","320","27650","27270"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","G6/G7","940","920","58740","54700"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","SCS","220","220","89040","78410"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","SEO/HEO","930","920","36160","32790"
"In post","2021","London","Driver and Vehicle Standards Agency","AA/AO","30","30","[c]","[c]"
"In post","2021","London","Driver and Vehicle Standards Agency","EO","280","260","31190","30780"
"In post","2021","London","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Driver and Vehicle Standards Agency","SEO/HEO","50","50","37210","36180"
"In post","2021","London","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Education and Skills Funding Agency","G6/G7","140","130","59320","55240"
"In post","2021","London","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Education and Skills Funding Agency","SEO/HEO","130","130","38890","40230"
"In post","2021","London","FCDO Services","AA/AO","30","30","[c]","[c]"
