"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","HM Revenue and Customs","200","200","33240","29570"
"In post","2021","Asian","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Ministry of Justice","130","120","40890","41100"
"In post","2021","Asian","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Department of Health and Social Care","110","100","87850","92370"
"In post","2021","Asian","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Ministry of Defence","70","60","47350","32720"
"In post","2021","Asian","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Attorney General's Departments","290","260","26840","24590"
"In post","2021","Asian","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Department for Business, Energy and Industrial Strategy","220","210","30410","26330"
"In post","2021","Asian","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Department for Education","170","170","36960","33780"
"In post","2021","Asian","Operational Delivery","Department for Environment, Food and Rural Affairs","70","60","26840","24370"
"In post","2021","Asian","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Department for Transport","170","160","32980","27230"
"In post","2021","Asian","Operational Delivery","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Department of Health and Social Care","350","320","34420","32090"
"In post","2021","Asian","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","HM Land Registry","160","150","27130","27130"
"In post","2021","Asian","Operational Delivery","HM Revenue and Customs","1680","1510","25510","25560"
"In post","2021","Asian","Operational Delivery","HM Treasury","30","30","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Home Office","3200","2910","28200","27770"
"In post","2021","Asian","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Ministry of Justice","3190","2930","26170","22920"
"In post","2021","Asian","Operational Delivery","National Crime Agency","190","190","35800","36200"
"In post","2021","Asian","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Scottish Government","30","30","[c]","[c]"
"In post","2021","Asian","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","UK Export Finance","30","30","[c]","[c]"
"In post","2021","Asian","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","United Kingdom Statistics Authority","70","60","24790","23050"
"In post","2021","Asian","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Attorney General's Departments","50","50","30290","27580"
"In post","2021","Asian","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Chancellor's other departments","30","30","[c]","[c]"
"In post","2021","Asian","Other","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Department for Transport","30","30","[c]","[c]"
"In post","2021","Asian","Other","Department of Health and Social Care","50","50","41550","33100"
"In post","2021","Asian","Other","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","Asian","Other","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Home Office","250","240","33120","29870"
"In post","2021","Asian","Other","Ministry of Defence","290","270","25910","22770"
"In post","2021","Asian","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Asian","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Department for Business, Energy and Industrial Strategy","320","310","44150","40050"
"In post","2021","Asian","Policy","Department for Digital, Culture, Media and Sport","60","50","43920","40590"
"In post","2021","Asian","Policy","Department for Education","220","220","42100","37100"
"In post","2021","Asian","Policy","Department for Environment, Food and Rural Affairs","120","110","40200","34050"
"In post","2021","Asian","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Department for Transport","80","70","44170","42470"
"In post","2021","Asian","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Department of Health and Social Care","90","80","41680","34700"
"In post","2021","Asian","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Foreign, Commonwealth and Development Office","250","250","44530","38410"
"In post","2021","Asian","Policy","HM Revenue and Customs","90","80","47550","41760"
"In post","2021","Asian","Policy","HM Treasury","110","110","48240","52500"
"In post","2021","Asian","Policy","Home Office","240","230","43930","41970"
"In post","2021","Asian","Policy","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Asian","Policy","Ministry of Housing, Communities and Local Government","110","110","42480","38160"
"In post","2021","Asian","Policy","Ministry of Justice","140","130","33520","30850"
"In post","2021","Asian","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Welsh Government","[c]","[c]","[c]","[c]"
