"Status","Year","Responsibility_level","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","White","Analysis","50","50","59410","56590"
"New entrant CS","2021","G6/G7","White","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Communications","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Digital, Data & Technology","230","220","56380","54700"
"New entrant CS","2021","G6/G7","White","Finance","50","50","59190","59360"
"New entrant CS","2021","G6/G7","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Human Resources","60","60","57880","55500"
"New entrant CS","2021","G6/G7","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Legal","260","250","53510","50520"
"New entrant CS","2021","G6/G7","White","No function","680","650","57530","54000"
"New entrant CS","2021","G6/G7","White","Project Delivery","170","170","55450","54110"
"New entrant CS","2021","G6/G7","White","Property","50","50","54810","53500"
"New entrant CS","2021","G6/G7","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Unknown","340","330","59010","56120"
"New entrant CS","2021","SCS","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Commercial","160","160","81760","71000"
"New entrant CS","2021","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","No function","50","50","101200","89500"
"New entrant CS","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SCS","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","No function","100","80","95710","89850"
"New entrant CS","2021","SCS","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Digital, Data & Technology","80","80","36200","36040"
"New entrant CS","2021","SEO/HEO","Asian","Finance","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Legal","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","No function","300","290","34250","33090"
"New entrant CS","2021","SEO/HEO","Asian","Project Delivery","60","60","36660","36030"
"New entrant CS","2021","SEO/HEO","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Unknown","100","100","36260","36650"
"New entrant CS","2021","SEO/HEO","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Finance","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","No function","210","190","34640","33570"
"New entrant CS","2021","SEO/HEO","Black","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Unknown","60","60","35860","36650"
"New entrant CS","2021","SEO/HEO","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Analysis","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","No function","140","140","34270","33570"
"New entrant CS","2021","SEO/HEO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","No function","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","No function","120","110","35000","33570"
"New entrant CS","2021","SEO/HEO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Analysis","160","160","33970","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Commercial","70","70","37090","37150"
"New entrant CS","2021","SEO/HEO","Unknown","Communications","160","160","34550","31810"
"New entrant CS","2021","SEO/HEO","Unknown","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Digital, Data & Technology","320","310","36380","36030"
"New entrant CS","2021","SEO/HEO","Unknown","Finance","140","130","35130","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Human Resources","70","60","34220","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Legal","100","100","31770","30850"
"New entrant CS","2021","SEO/HEO","Unknown","No function","1560","1540","32110","30990"
"New entrant CS","2021","SEO/HEO","Unknown","Project Delivery","150","150","36180","36030"
"New entrant CS","2021","SEO/HEO","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Security","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","710","700","36100","35050"
"New entrant CS","2021","SEO/HEO","White","Analysis","500","490","33270","32540"
"New entrant CS","2021","SEO/HEO","White","Commercial","160","150","36810","36000"
"New entrant CS","2021","SEO/HEO","White","Communications","180","170","34800","32780"
"New entrant CS","2021","SEO/HEO","White","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","White","Digital, Data & Technology","380","380","36520","36340"
"New entrant CS","2021","SEO/HEO","White","Finance","150","150","36440","36010"
"New entrant CS","2021","SEO/HEO","White","Grants Management","[c]","[c]","[c]","[c]"
