"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","West Essex","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","HM Revenue and Customs (excl. agencies)","Female","130","100","[c]","[c]"
"Leaver CS","2021","West Lothian","HM Revenue and Customs (excl. agencies)","Male","50","40","[c]","[c]"
"Leaver CS","2021","West Lothian","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Revenue and Customs (excl. agencies)","Female","120","100","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","HM Revenue and Customs (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Animal and Plant Health Agency","Female","30","30","[c]","[c]"
"Leaver CS","2021","West Surrey","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","HM Prison and Probation Service","Female","30","30","[c]","[c]"
"Leaver CS","2021","West Surrey","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Cabinet Office (excl. agencies)","Female","70","60","46560","38580"
"Leaver CS","2021","Westminster","Cabinet Office (excl. agencies)","Male","80","80","54320","54700"
"Leaver CS","2021","Westminster","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Prosecution Service","Female","30","30","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","80","70","47030","43080"
"Leaver CS","2021","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","110","110","50880","41900"
"Leaver CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Female","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Digital, Culture, Media and Sport","Male","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Education (excl. agencies)","Female","80","80","45200","40510"
"Leaver CS","2021","Westminster","Department for Education (excl. agencies)","Male","60","50","49210","53760"
"Leaver CS","2021","Westminster","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","80","70","35360","32240"
"Leaver CS","2021","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","70","70","41740","34810"
"Leaver CS","2021","Westminster","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Department for International Trade","Female","70","70","33840","25730"
"Leaver CS","2021","Westminster","Department for International Trade","Male","70","60","41240","32380"
"Leaver CS","2021","Westminster","Department for Transport (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Transport (excl. agencies)","Male","50","50","[c]","[c]"
"Leaver CS","2021","Westminster","Department for Work and Pensions (excl. agencies)","Female","80","80","40660","31100"
"Leaver CS","2021","Westminster","Department for Work and Pensions (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Department of Health and Social Care (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Department of Health and Social Care (excl. agencies)","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Foreign, Commonwealth and Development Office (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Foreign, Commonwealth and Development Office (excl. agencies)","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Government Legal Department","Female","60","60","54920","53290"
"Leaver CS","2021","Westminster","Government Legal Department","Male","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","HM Courts and Tribunals Service","Female","70","70","34260","30850"
"Leaver CS","2021","Westminster","HM Courts and Tribunals Service","Male","50","50","36630","30850"
"Leaver CS","2021","Westminster","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","HM Revenue and Customs (excl. agencies)","Female","50","40","[c]","[c]"
"Leaver CS","2021","Westminster","HM Revenue and Customs (excl. agencies)","Male","50","40","[c]","[c]"
"Leaver CS","2021","Westminster","HM Treasury (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver CS","2021","Westminster","HM Treasury (excl. agencies)","Male","50","40","[c]","[c]"
"Leaver CS","2021","Westminster","Home Office (incl. agencies)","Female","110","100","40690","36590"
"Leaver CS","2021","Westminster","Home Office (incl. agencies)","Male","110","100","45920","37150"
"Leaver CS","2021","Westminster","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Ministry of Defence (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver CS","2021","Westminster","Ministry of Defence (excl. agencies)","Male","70","70","45920","41090"
"Leaver CS","2021","Westminster","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver CS","2021","Westminster","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","30","30","[c]","[c]"
