"Status","Year","Region_ITL2","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Operational Delivery","100","90","22700","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Unknown","90","80","26180","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Operational Delivery","150","140","23010","22350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Unknown","120","120","29580","27570"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Operational Delivery","90","90","23550","20850"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Tax","100","90","21390","20140"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Unknown","610","590","28820","27570"
"New entrant CS","2021","Eastern Scotland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Operational Delivery","180","170","22690","20810"
"New entrant CS","2021","Eastern Scotland","Unknown","Other","30","30","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Tax","240","240","20710","20140"
"New entrant CS","2021","Eastern Scotland","Unknown","Unknown","520","500","36370","30650"
"New entrant CS","2021","Essex","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Operational Delivery","100","100","25080","22920"
"New entrant CS","2021","Essex","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Unknown","310","300","28010","29290"
"New entrant CS","2021","Essex","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Operational Delivery","150","150","23750","21430"
"New entrant CS","2021","Essex","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
