"Status","Year","Parent_department","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","Buckinghamshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","30-39","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","20-29","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","30-39","50","50","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","40-49","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","50-59","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hackney and Newham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","20-29","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","30-39","40","30","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","40-49","60","60","52160","49700"
"In post","2021","Cabinet Office","Leeds","50-59","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","40-49","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","50-59","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Manchester","20-29","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Manchester","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Manchester","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Manchester","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Medway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Medway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","50-59","40","30","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","40-49","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","40-49","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","50-59","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","20-29","230","230","38740","34550"
"In post","2021","Cabinet Office","Tower Hamlets","30-39","300","300","52900","54700"
"In post","2021","Cabinet Office","Tower Hamlets","40-49","240","230","59200","57880"
"In post","2021","Cabinet Office","Tower Hamlets","50-59","90","90","60340","59210"
"In post","2021","Cabinet Office","Tower Hamlets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","20-29","90","90","25070","23850"
"In post","2021","Cabinet Office","Tyneside","30-39","130","120","28170","24570"
"In post","2021","Cabinet Office","Tyneside","40-49","90","80","30230","25550"
