"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Yorkshire and The Humber","Female","Commercial","280","260","44420","38540"
"In post","2021","Yorkshire and The Humber","Female","Communications","300","290","31590","25560"
"In post","2021","Yorkshire and The Humber","Female","Counter Fraud","410","360","31390","30730"
"In post","2021","Yorkshire and The Humber","Female","Debt","230","200","24040","21440"
"In post","2021","Yorkshire and The Humber","Female","Digital, Data & Technology","350","330","37820","32200"
"In post","2021","Yorkshire and The Humber","Female","Finance","560","480","31720","26220"
"In post","2021","Yorkshire and The Humber","Female","Grants Management","90","80","27270","25010"
"In post","2021","Yorkshire and The Humber","Female","Human Resources","350","320","38700","36720"
"In post","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Female","Legal","700","610","39780","37500"
"In post","2021","Yorkshire and The Humber","Female","No function","7240","6550","30240","26850"
"In post","2021","Yorkshire and The Humber","Female","Project Delivery","360","340","37440","33300"
"In post","2021","Yorkshire and The Humber","Female","Property","370","330","31020","26500"
"In post","2021","Yorkshire and The Humber","Female","Security","300","290","29070","26670"
"In post","2021","Yorkshire and The Humber","Female","Unknown","8340","7210","28340","27570"
"In post","2021","Yorkshire and The Humber","Male","Analysis","170","170","43040","42420"
"In post","2021","Yorkshire and The Humber","Male","Commercial","180","180","46990","43570"
"In post","2021","Yorkshire and The Humber","Male","Communications","340","340","29600","25560"
"In post","2021","Yorkshire and The Humber","Male","Counter Fraud","460","450","33320","31810"
"In post","2021","Yorkshire and The Humber","Male","Debt","190","180","22930","20140"
"In post","2021","Yorkshire and The Humber","Male","Digital, Data & Technology","510","500","40300","36960"
"In post","2021","Yorkshire and The Humber","Male","Finance","370","360","35350","30120"
"In post","2021","Yorkshire and The Humber","Male","Grants Management","100","100","25840","24920"
"In post","2021","Yorkshire and The Humber","Male","Human Resources","130","120","39720","37910"
"In post","2021","Yorkshire and The Humber","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Male","Legal","370","360","45220","49580"
"In post","2021","Yorkshire and The Humber","Male","No function","6400","6120","31670","28970"
"In post","2021","Yorkshire and The Humber","Male","Project Delivery","300","300","39940","37170"
"In post","2021","Yorkshire and The Humber","Male","Property","400","390","35260","33000"
"In post","2021","Yorkshire and The Humber","Male","Security","590","580","32450","33300"
"In post","2021","Yorkshire and The Humber","Male","Unknown","5990","5780","29640","27570"
"In post","2022","East Midlands (England)","Female","Analysis","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Female","Commercial","70","70","39160","37100"
"In post","2022","East Midlands (England)","Female","Communications","330","310","31090","26820"
"In post","2022","East Midlands (England)","Female","Counter Fraud","470","420","31620","27570"
"In post","2022","East Midlands (England)","Female","Debt","340","280","22710","21260"
"In post","2022","East Midlands (England)","Female","Digital, Data & Technology","180","180","36620","33320"
"In post","2022","East Midlands (England)","Female","Finance","180","170","35150","33370"
"In post","2022","East Midlands (England)","Female","Grants Management","50","50","25080","24920"
"In post","2022","East Midlands (England)","Female","Human Resources","410","380","36760","33370"
"In post","2022","East Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Female","Legal","380","340","37760","33370"
"In post","2022","East Midlands (England)","Female","No function","9210","8230","28640","27130"
"In post","2022","East Midlands (England)","Female","Project Delivery","290","270","38260","35310"
"In post","2022","East Midlands (England)","Female","Property","260","240","34140","30240"
"In post","2022","East Midlands (England)","Female","Security","70","60","29050","26610"
"In post","2022","East Midlands (England)","Female","Unknown","770","710","27950","22330"
"In post","2022","East Midlands (England)","Male","Analysis","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Male","Commercial","50","50","47210","40310"
"In post","2022","East Midlands (England)","Male","Communications","340","330","29410","26820"
"In post","2022","East Midlands (England)","Male","Counter Fraud","440","420","34670","33080"
"In post","2022","East Midlands (England)","Male","Debt","170","160","22710","21260"
"In post","2022","East Midlands (England)","Male","Digital, Data & Technology","270","270","36040","33040"
"In post","2022","East Midlands (England)","Male","Finance","130","120","38360","33370"
"In post","2022","East Midlands (England)","Male","Grants Management","50","50","[c]","[c]"
"In post","2022","East Midlands (England)","Male","Human Resources","180","170","36830","33370"
"In post","2022","East Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Male","Legal","190","180","41140","42580"
"In post","2022","East Midlands (England)","Male","No function","6690","6430","30400","27570"
"In post","2022","East Midlands (England)","Male","Project Delivery","310","310","40360","39390"
"In post","2022","East Midlands (England)","Male","Property","280","270","37960","33370"
"In post","2022","East Midlands (England)","Male","Security","180","180","31280","31530"
"In post","2022","East Midlands (England)","Male","Unknown","620","610","28970","25190"
"In post","2022","East of England","Female","Analysis","180","160","33300","30220"
"In post","2022","East of England","Female","Commercial","120","110","41300","38980"
"In post","2022","East of England","Female","Communications","40","30","[c]","[c]"
"In post","2022","East of England","Female","Counter Fraud","400","360","28770","27570"
"In post","2022","East of England","Female","Debt","110","90","25150","24250"
"In post","2022","East of England","Female","Digital, Data & Technology","260","250","35270","33370"
"In post","2022","East of England","Female","Finance","200","190","35560","33000"
"In post","2022","East of England","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Human Resources","230","210","34440","31180"
"In post","2022","East of England","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Female","Legal","390","340","39240","30110"
"In post","2022","East of England","Female","No function","7970","7140","29580","27570"
"In post","2022","East of England","Female","Project Delivery","310","280","39540","37640"
"In post","2022","East of England","Female","Property","270","260","33100","32200"
"In post","2022","East of England","Female","Security","270","260","31210","30750"
"In post","2022","East of England","Female","Unknown","1690","1550","27200","24890"
"In post","2022","East of England","Male","Analysis","200","200","37620","36240"
"In post","2022","East of England","Male","Commercial","90","90","46360","38980"
"In post","2022","East of England","Male","Communications","40","40","[c]","[c]"
"In post","2022","East of England","Male","Counter Fraud","330","310","30450","29290"
"In post","2022","East of England","Male","Debt","50","50","26200","25110"
"In post","2022","East of England","Male","Digital, Data & Technology","550","540","35980","33630"
"In post","2022","East of England","Male","Finance","130","130","39880","36970"
"In post","2022","East of England","Male","Grants Management","40","30","[c]","[c]"
"In post","2022","East of England","Male","Human Resources","90","90","39100","34360"
"In post","2022","East of England","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","Legal","140","140","47530","53050"
"In post","2022","East of England","Male","No function","5670","5470","31410","29290"
"In post","2022","East of England","Male","Project Delivery","370","360","40870","39360"
"In post","2022","East of England","Male","Property","330","320","35370","33300"
"In post","2022","East of England","Male","Security","630","630","34950","33300"
"In post","2022","East of England","Male","Unknown","1780","1690","28970","25640"
"In post","2022","London","Female","Analysis","1680","1600","48950","45140"
"In post","2022","London","Female","Commercial","900","880","55040","53360"
"In post","2022","London","Female","Communications","1460","1410","46670","42890"
"In post","2022","London","Female","Counter Fraud","1800","1640","35550","31880"
"In post","2022","London","Female","Debt","300","250","28470","26400"
"In post","2022","London","Female","Digital, Data & Technology","1820","1770","47080","43000"
"In post","2022","London","Female","Finance","1500","1440","46270","41750"
"In post","2022","London","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","Human Resources","1960","1890","45880","40910"
"In post","2022","London","Female","Internal Audit","110","110","49860","45180"
"In post","2022","London","Female","Legal","3280","3020","51490","52040"
"In post","2022","London","Female","No function","29960","28450","40470","34260"
"In post","2022","London","Female","Project Delivery","2360","2240","51100","48790"
"In post","2022","London","Female","Property","710","680","41510","36720"
"In post","2022","London","Female","Security","700","680","40560","37560"
"In post","2022","London","Female","Unknown","8630","8080","40070","35070"
"In post","2022","London","Male","Analysis","2070","2040","50280","46250"
"In post","2022","London","Male","Commercial","960","950","63080","55500"
"In post","2022","London","Male","Communications","960","960","48080","42890"
"In post","2022","London","Male","Counter Fraud","1800","1760","39680","37610"
"In post","2022","London","Male","Debt","210","190","31970","26400"
