"Status","Year","Region_ITL2","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dorset and Somerset","Human Resources","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Intelligence Analysis","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Medicine","Ministry of Defence (excl. agencies)","50","40","47780","37890"
"In post","2021","Dorset and Somerset","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Driver and Vehicle Standards Agency","60","60","28430","26780"
"In post","2021","Dorset and Somerset","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","HM Courts and Tribunals Service","190","170","20340","19830"
"In post","2021","Dorset and Somerset","Operational Delivery","HM Land Registry","270","240","27970","27130"
"In post","2021","Dorset and Somerset","Operational Delivery","HM Prison and Probation Service","1050","980","28170","26810"
"In post","2021","Dorset and Somerset","Operational Delivery","Home Office (incl. agencies)","90","80","27830","27130"
"In post","2021","Dorset and Somerset","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","UK Hydrographic Office","540","520","32490","33290"
"In post","2021","Dorset and Somerset","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other","Defence Equipment and Support","120","110","28830","26410"
"In post","2021","Dorset and Somerset","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other","Ministry of Defence (excl. agencies)","450","430","25270","21130"
"In post","2021","Dorset and Somerset","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Defence Equipment and Support","80","80","38400","38330"
"In post","2021","Dorset and Somerset","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Ministry of Defence (excl. agencies)","60","60","32270","33300"
"In post","2021","Dorset and Somerset","Project Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Ministry of Defence (excl. agencies)","60","60","28990","27930"
"In post","2021","Dorset and Somerset","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","120","110","33040","29270"
"In post","2021","Dorset and Somerset","Science and Engineering","Defence Equipment and Support","110","110","38320","38010"
"In post","2021","Dorset and Somerset","Science and Engineering","Ministry of Defence (excl. agencies)","90","90","30290","25190"
"In post","2021","Dorset and Somerset","Science and Engineering","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Ministry of Defence (excl. agencies)","120","110","21210","19560"
"In post","2021","Dorset and Somerset","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Department for Work and Pensions (excl. agencies)","910","800","26650","27570"
"In post","2021","Dorset and Somerset","Unknown","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Crown Commercial Service","90","80","34770","34800"
"In post","2021","East Anglia","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","HM Prison and Probation Service","50","50","46320","46600"
"In post","2021","East Anglia","Commercial","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","East Anglia","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","East Anglia","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Ministry of Defence (excl. agencies)","60","60","30820","26670"
"In post","2021","East Anglia","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Human Resources","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
